act_tag,speaker,pos,text
b,A,Yeah/UH ./.,Yeah. /
sd,B,"um/UH ,/, essentially/RB I/PRP was/VBD one/CD of/IN the/DT nerdy/JJ types/NNS in/IN high/JJ school/NN really/RB which/WDT meant/VBD that/IN I/PRP ,/, for/IN one/CD reason/NN or/CC another/DT I/PRP did/VBD n't/RB pay/VB much/JJ attention/NN to/IN music/NN ,/,","{F um, } essentially I was one of the nerdy types in high school really which meant that [ I, + for one reason or another I ] didn't pay much attention to music, /"
sd,B,"but/CC as/IN I/PRP look/VBP back/RB now/RB I/PRP realize/VBP it/PRP was/VBD very/RB formative/JJ for/IN me/PRP ,/,","{C but } as I look back now I realize it was very formative for me, /"
sd,B,"uh/UH ,/, my/PRP$ early/JJ popular/JJ music/NN interests/NNS were/VBD in/IN Simon/NNP and/CC Garfunkel/NNP ,/, whom/WP I/PRP saw/VBD perform/VB when/WRB I/PRP was/VBD in/IN college/NN","{F uh, } <lipsmack> my early popular music interests were in Simon and Garfunkel, whom I saw perform when I was in college /"
sd,B,"and/CC I/PRP became/VBD attached/JJ to/IN that/DT style/NN of/IN ,/, uh/UH ,/, urban/JJ ,/, urban/JJ country/NN if/IN there/EX is/VBZ such/PDT a/DT thing/NN ,/,","{C and } I became attached to that style of, {F uh, } [ urban, + urban ] country if there is such a thing, /"
b,A,Yeah/UH ./.,Yeah. /
sv,B,"I/PRP think/VBP with/IN ,/, in/IN a/DT way/NN one/NN could/MD talk/VB about/IN Simon/NNP and/CC Garfunkel/NNP that/DT way/NN because/IN they/PRP do/VBP tend/VB ,/, uh/UH ,/, to/TO have/VB a/DT dramatic/JJ or/CC story/NN approach/NN to/IN their/PRP$ music/NN ,/, uh/UH ,/, usually/RB tend/VBP to/TO have/VB some/DT good/JJ or/CC bad/JJ moral/NN to/IN it/PRP ./.","I think [ with, + ] in a way one could talk about Simon and Garfunkel that way because they do tend, {F uh, } to have a dramatic or story approach to their music, {F uh, } usually tend to have some good or bad moral to it. /"
sd,B,"Uh/UH ,/, over/IN time/NN I/PRP became/VBD very/RB interested/JJ in/IN ,/, in/IN baroque/RB classical/JJ","{F Uh, } over time I became very interested [ in, + in ] baroque classical /"
sd,B,"and/CC I/PRP think/VBP that/DT was/VBD just/RB through/IN experiencing/VBG contacting/VBG college/NN and/CC the/DT fact/NN that/WDT I/PRP found/VBD it/PRP ,/, it/PRP very/RB relaxing/JJ for/IN me/PRP ./.","{C and } I think that was just through experiencing contacting college and the fact that I found [ it, + it ] very relaxing for me. /"
sd,B,"My/PRP$ tastes/NNS now/RB run/VBP I/PRP guess/VBP to/IN a/DT upbeat/JJ ,/, uh/UH ,/, Simon/NNP ,/,","My tastes now run I guess to a upbeat, {F uh, } Simon, -/"
b,A,Yeah/UH ./.,Yeah. /
sd,B,"it/PRP 's/BES something/NN that/WDT interests/VBZ me/PRP ,/, uh/UH ,/, combined/VBN with/IN ,/, with/IN the/DT classical/JJ tastes/NNS I/PRP had/VBD mentioned/VBN ./.","it's something that interests me, {F uh, } combined [ with, + with ] the classical tastes I had mentioned. /"
sd,B,"And/CC my/PRP$ classical/JJ music/NN tends/VBZ to/TO be/VB confined/VBN to/IN the/DT seventeen/CD hundreds/NNS ,/, early/JJ eighteen/CD hundred/CD music/NN ./.","{C And } my classical music tends to be confined to the seventeen hundreds, early eighteen hundred music. /"
sd,B,"I/PRP 'm/VBP not/RB a/DT music/NN ,/, um/UH ,/,","I'm not a music, {F um, } - /"
sd,B,"MUMBLEx/XX ,/, I/PRP 'm/VBP not/RB particularly/RB schooled/JJ in/IN it/PRP ./.","(( )) , I'm not particularly schooled in it. /"
sd,B,I/PRP know/VBP what/WP I/PRP like/VBP to/TO listen/VB to/IN as/RB far/RB as/IN classical/JJ music/NN ./.,I know what I like to listen to as far as classical music. /
sd,B,"And/CC I/PRP ,/,","{C And } [ I, +"
sd,A,That/DT 's/BES kind/RB of/RB the/DT way/NN I/PRP am/VBP ./.,That's kind of the way I am. /
+,B,"I/PRP spent/VBD a/DT good/JJ deal/NN of/IN time/NN listening/VBG also/RB to/IN ,/, uh/UH ,/, people/NNS from/IN the/DT late/JJ seventies/NNS ,/, really/UH ,/, um/UH ,/, Neil/NNP Diamond/NNP ,/, for/IN instance/NN ./. Um/UH ,/, people/NNS of/IN ,/, of/IN that/DT particular/JJ time/NN ,/,","I ] spent a good deal of time listening also to, {F uh, } <lipsmack> people from the late seventies, {D really, } {F um, } <lipsmack> Neil Diamond, for instance. {F Um, } people [ of, + of ] that particular time, /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,I/PRP listen/VBP to/IN some/DT country/NN and/CC western/JJ,I listen to some country and western /
sd,B,"but/CC I/PRP 'm/VBP not/RB sch/JJ ,/, schooled/JJ in/IN it/PRP","{C but } I'm not [ sch-, + schooled ] in it /"
sd,B,"and/CC I/PRP ,/, I/PRP 've/VBP enjoyed/VBN the/DT times/NNS when/WRB I/PRP have/VBP listened/VBN to/IN it/PRP ./.","{C and } [ I, + I've ] enjoyed the times when I have listened to it. /"
sd,B,I/PRP played/VBD a/DT little/JJ bit/NN of/IN piano/NN ./.,I played a little bit of piano. /
sd,B,I/PRP continue/VBP to/TO do/VB that/DT ./.,I continue to do that. /
sd,B,I/PRP want/VBP to/TO do/VB it/PRP,I want to do it /
sd,B,"and/CC I/PRP never/RB have/VBP the/DT discipline/NN to/TO stay/VB with/IN it/PRP ,/,","{C and } I never have the discipline to stay with it, /"
sd,B,"but/CC when/WRB I/PRP do/VBP play/VB ,/, uh/UH ,/, and/CC begin/VBP to/TO reacquire/VB skills/NNS I/PRP inevitably/RB fall/VBP in/IN love/NN with/IN country/NN western/JJ music/NN which/WDT tends/VBZ to/TO be/VB in/IN some/DT ways/NNS easy/JJ to/TO play/VB for/IN a/DT ,/, for/IN a/DT new/JJ piano/NN player/NN ./.","{C but } when I do play, {F uh, } and begin to reacquire skills I inevitably fall in love with country western music which tends to be in some ways easy to play [ for a, + for a ] new piano player. /"
sd,A,"It/PRP is/VBZ ,/, it/PRP 's/HVS got/VBN ,/, uh/UH ,/, basically/RB an/DT easy/JJ ,/, uh/UH ,/, rhythm/NN and/CC ,/, and/CC tone/NN ./.","[ It is, + it's ] got, {F uh, } basically an easy, {F uh, } rhythm [ and, + and ] tone. /"
b,B,Right/UH ./.,Right. /
sd,A,"And/CC it/PRP 's/BES ,/, it/PRP 's/BES pretty/JJ ,/, fairly/RB well/RB easily/RB to/TO uh/UH ,/, uh/UH ,/, something/NN to/TO fall/VB into/IN ./.","{C And } [ it's, + it's ] [ pretty, + fairly ] well easily [ to + {F uh, } {F uh, } something to ] fall into. /"
sd,A,"I/PRP 'm/VBP kind/RB of/RB the/DT say/^JJ way/NN ,/,","I'm kind of the say way, /"
sd,A,"I/PRP ,/, I/PRP 've/VBP gone/VBN through/IN different/JJ periods/NNS of/IN life/NN ,/, uh/UH ,/, in/IN music/NN from/IN pop/NN to/IN classical/JJ ./.","[ I, + I've ] gone through different periods of life, {F uh, } in music from pop to classical. /"
sd,A,"I/PRP guess/VBP one/CD of/IN the/DT things/NNS was/VBD that/WDT influenced/VBD me/PRP was/VBD that/IN I/PRP ,/, I/PRP 've/VBP worked/VBN in/IN radio/NN stations/NNS as/IN a/DT D/NN J/NN for/IN all/DT my/PRP$ college/NN years/NNS trying/VBG to/TO support/VB my/PRP$ way/NN through/IN there/RB ,/,","I guess one of the things [ was + ] that influenced me was that [ I, + I've ] worked in radio stations as a D J for all my college years trying to support my way through there, /"
%,A,"and/CC suppor-/NN ,/,","{C and } suppor-, - /"
%,A,"was/VBD support/NN ,/,","was support, - /"
sd,A,I/PRP was/VBD influenced/VBN by/IN all/RB different/JJ kinds/NNS of/IN music/NN,I was influenced by all different kinds of music /
sd,A,but/CC basically/RB because/IN that/DT 's/BES where/WRB I/PRP worked/VBD ./.,{C but } basically because that's where I worked. /
sd,A,"And/CC I/PRP 've/VBP developed/VBN a/DT real/JJ love/NN for/IN ,/, uh/UH ,/, classical/JJ music/NN in/IN ,/, probably/RB junior/JJ high/JJ and/CC high/JJ school/NN because/IN my/PRP$ band/NN instructor/NN was/VBD ,/, uh/UH ,/, heavy/RB into/IN classical/JJ type/NN music/NN ./.","{C And } I've developed a real love for, {F uh, } classical music in, probably junior high and high school because my band instructor was, {F uh, } heavy into classical type music. /"
sd,A,"He/PRP said/VBD he/PRP used/VBD to/TO sit/VB on/IN Saturday/NNP mornings/NNS and/CC watch/VB cartoons/NNS just/RB to/TO hear/VB the/DT music/NN ,/, uh/UH ,/, that/WDT they/PRP were/VBD using/VBG behind/IN them/PRP because/IN they/PRP used/VBD ,/, especially/RB Disney/NNP used/VBD a/DT lot/NN of/IN classical/JJ music/NN ,/, uh/UH ,/, behind/IN the/DT cartoons/NNS","He said he used to sit on Saturday mornings and watch cartoons just to hear the music, {F uh, } that they were using behind them because they used, especially Disney used a lot of classical music, {F uh, } behind the cartoons /"
sd,A,"and/CC so/RB consequently/RB we/PRP wind/VBP up/RP ,/, wound/VBD up/RP playing/VBG a/DT lot/NN of/IN classical/JJ music/NN there/RB","{C and so } consequently we [ wind up, + wound up ] playing a lot of classical music there /"
sd,A,"and/CC I/PRP think/VBP that/DT ,/, uh/UH ,/, got/VBD deep/RB seated/^VBN into/IN me/PRP ./.","{C and } I think that, {F uh, } got deep seated into me. /"
sd,A,"One/CD of/IN things/NNS I/PRP especially/RB like/VBP now/RB in/IN music/NN regardless/RB of/IN what/WDT kind/NN it/PRP is/VBZ ,/, uh/UH ,/, are/VBP those/DT that/WDT call/VBP on/IN those/DT classical/JJ ,/, uh/UH ,/, roots/NNS ,/, I/PRP guess/VBP ,/, uh/UH ,/, Barry/NNP Manilow/NNP comes/VBZ to/TO mind/VB for/IN some/DT reason/NN there/EX 's/BES ,/, there/EX 's/BES not/RB a/DT whole/JJ lot/NN of/IN his/PRP$ stuff/NN that/WDT I/PRP 'm/VBP real/RB crazy/JJ about/IN ,/,","One of things I especially like now in music regardless of what kind it is, {F uh, } are those that call on those classical, {F uh, } roots, I guess, {F uh, } Barry Manilow comes to mind for some reason [ there's, + there's ] not a whole <laughter> lot of his stuff that I'm real crazy about, /"
sd,A,but/CC he/PRP does/VBZ have/VB some/DT things/NNS ./.,{C but } he does have some things. /
sd,A,"Chicago/NNP had/VBD some/DT things/NNS ,/,","Chicago had some things, /"
b,B,Right/UH ./.,Right. /
sd,A,"uh/UH ,/, and/CC I/PRP think/VBP even/RB Electric/NNP Light/NNP Orchestra/NNP had/VBD some/DT ,/, some/DT real/JJ ,/, um/UH ,/, influences/NNS by/IN classical/JJ music/NN","{F uh, } {C and } I think even Electric Light Orchestra had [ some, + some ] real, {F um, } influences by classical music /"
%,A,"and/CC I/PRP 'm/VBP still/RB ,/, still/RB ,/,","{C and } I'm [ still, + still, ] - /"
sd,A,"my/PRP$ favorite/NN ,/,","my favorite, - /"
sd,A,in/IN fact/NN most/JJS of/IN my/PRP$ C/NN D/NN -s/NNS are/VBP classical/JJ music/NN ./.,in fact most of my C D -s are classical music. /
sd,B,I/PRP find/VBP it/PRP very/RB interesting/JJ that/IN some/DT television/NN shows/NNS that/WDT I/PRP enjoy/VBP I/PRP particularly/RB like/VBP the/DT music/NN ./.,I find it very interesting that some television shows that I enjoy I particularly like the music. /
sd,B,I/PRP do/VBP n't/RB know/VB which/WDT is/VBZ chicken/NN and/CC egg/NN in/IN that/DT situation/NN ./.,I don't know which is chicken and egg in that situation. /
sd,B,"Uh/UH ,/, a/DT good/JJ example/NN would/MD be/VB ,/, uh/UH ,/,","{F Uh, } a good example would be, {F uh, } - /"
sd,B,"I/PRP have/VBP connections/NNS but/CC ,/, but/CC not/RB particularly/RB deep/JJ ones/NNS to/IN the/DT Vietnamese/JJ war/NN type/NN situations/NNS ,/,","I have connections [ but, + but ] not particularly deep ones to the Vietnamese war type situations, /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"uh/UH ,/, and/CC I/PRP found/VBD that/IN I/PRP really/RB like/VBP CHINA/NNP BEACH/NN","{F uh, } {C and } I found that I really like CHINA BEACH /"
sd,B,and/CC I/PRP particularly/RB like/VBP TOUR/NN OF/IN DUTY/NN,{C and } I particularly like TOUR OF DUTY /
sd,B,"and/CC both/DT of/IN them/PRP ,/, I/PRP had/VBD as/RB much/JJ fascination/NN of/IN the/DT background/NN music/NN ,/, I/PRP think/VBP going/VBG on/RP as/IN I/PRP did/VBD to/IN the/DT theme/NN of/IN the/DT shows/NNS ,/,","{C and } both of them, I had as much fascination of the background music, I think going on as I did to the theme of the shows, /"
b,A,Yeah/UH ./.,Yeah. /
sd,B,"uh/UH ,/, and/CC I/PRP ,/, I/PRP 've/VBP ,/, uh/UH ,/, THIRTY/CD SOMETHING/NN I/PRP 'm/VBP particularly/RB interested/JJ ,/,","{F uh, } {C and } I, I've, {F uh, } THIRTY SOMETHING I'm particularly interested, /"
sd,B,"but/CC it/PRP 's/BES the/DT music/NN ,/,","{C but } it's the music,"
b,A,Yeah/UH ./.,Yeah. /
+,B,"almost/RB that/IN I/PRP find/VBP myself/PRP listening/VBG to/IN ,/, uh/UH ,/,","almost that I find myself listening to, {F uh, } /"
sd,A,"I/PRP 'm/VBP kind/RB of/RB thinking/VBG that/DT 's/BES maybe/RB ,/,","I'm kind of thinking that's maybe, - /"
sv,A,"our/PRP$ generation/NN was/VBD ,/, uh/UH ,/, so/RB in/IN tuned/JJ to/IN music/NN of/IN that/DT time/NN that/IN we/PRP identify/VBP goodness/NN or/CC badness/NN with/IN ,/, uh/UH ,/, things/NNS now/RB with/IN the/DT music/NN that/WDT 's/BES behinds/^IN them/PRP ./.","our generation was, {F uh, } so in tuned to music of that time that we identify goodness or badness with, {F uh, } things now with the music that's behinds them. /"
ba,B,That/DT could/MD well/RB be/VB ./.,That could well be. /
sd,B,"I/PRP ,/, I/PRP ,/, uh/UH ,/, spent/VBD my/PRP$ junior/JJ year/NN ,/, uh/UH ,/, and/CC sophomore/NN and/CC junior/JJ year/NN in/IN ,/, in/IN college/NN when/WRB I/PRP ,/,","[ I, + I, ] {F uh, } <lipsmack> spent my [ junior year, + {F uh, } {E and } sophomore and junior ] year [ in, + in ] college when I, - /"
%,B,"a/DT song/NN by/IN the/DT ,/, uh/UH ,/, uh/UH ,/,","a song by the, {F uh, } {F uh, } - /"
sd,B,"I/PRP think/VBP the/DT title/NN of/IN it/PRP was/VBD just/RB Downtown/NNP ,/,","I think the title of it was just Downtown, /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"uh/UH ,/, and/CC if/IN you/PRP recall/VBP how/WRB it/PRP goes/VBZ downtown/NN ,/,","{F uh, } {C and } if you recall how it goes downtown,"
b,A,Right/UH ./.,Right. /
+,B,"ta/UH ,/, da/UH ,/, da/UH ,/, da/UH ,/,","ta, da, da, da, /"
sd,B,"uh/UH ,/, all/DT I/PRP have/VBP to/TO do/VB is/VBZ hear/VB that/DT song/NN and/CC I/PRP get/VBP strongly/RB evoked/JJ memories/NNS of/IN ,/, of/IN difficult/JJ times/NNS in/IN school/NN being/VBG behind/IN on/IN work/NN ,/,","{F uh, } all I have to do is hear that song and I get strongly evoked memories [ of, + of ] difficult times in school being behind on work, /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"uh/UH ,/, and/CC my/PRP$ family/NN now/RB knows/VBZ if/IN they/PRP come/VBP into/IN my/PRP$ study/NN and/CC ,/, uh/UH ,/, I/PRP happen/VBP to/TO have/VB had/VBN a/DT tough/JJ day/NN at/IN work/NN and/CC maybe/RB I/PRP 'm/VBP trying/VBG to/TO get/VB a/DT project/NN done/VBN ,/, uh/UH ,/, at/IN school/NN ,/, uh/UH ,/, and/CC I/PRP 'm/VBP humming/VBG or/CC whistling/VBG in/IN a/DT sort/NN of/IN mad/JJ crazy/JJ way/NN the/DT tune/NN to/IN Downtown/NNP they/PRP know/VBP to/TO just/RB stay/VB away/RB ,/,","{F uh, } {C and } my family now knows if they come into my study and, {F uh, } I happen to have had a tough day at work and maybe I'm trying to get a project done, {F uh, } at school, {F uh, } and I'm humming or whistling in a sort of mad crazy way the tune to Downtown they know to just stay away, /"
x,A,./.,<Laughter>.
x,B,./.,<Laughter>.
sd,A,That/IN 's/BES their/PRP$ signal/NN ./.,That's their signal. /
sd,B,"They/PRP can/MD hear/VB the/DT unconscious/JJ music/NN signal/NN behind/IN it/PRP ,/,","They can hear the unconscious music signal behind it, /"
b,A,Yeah/UH ./.,Yeah. /
ba,B,that/DT 's/BES right/JJ ./.,that's right. /
qw,A,"When/WRB did/VBD you/PRP first/RB take/VB your/PRP$ ,/, uh/UH ,/, first/JJ piano/NN lesson/NN ?/.","When did you first take your, {F uh, } first piano lesson? /"
sd,B,"Uh/UH ,/, probably/RB about/RB first/JJ grade/NN ,/,","{F Uh, } probably about first grade, /"
b,A,Yeah/UH ./.,Yeah. /
sd,B,"and/CC I/PRP have/VBP ,/, uh/UH ,/, returned/VBN about/RB every/DT four/CD or/CC five/CD years/NNS to/IN thinking/VBG that/IN I/PRP would/MD like/VB to/TO do/VB something/NN about/IN it/PRP ./.","{C and } I have, {F uh, } returned about every four or five years to thinking that I would like to do something about it. /"
sd,B,I/PRP usually/RB get/VBP to/IN the/DT point/NN where/WRB I/PRP can/MD play/VB some/DT of/IN my/PRP$ favorite/JJ themes/NNS,I usually get to the point where I can play some of my favorite themes /
sd,B,"and/CC then/RB inevitably/RB I/PRP am/VBP swept/VBN away/RB by/IN the/DT ,/, the/DT pressure/NN of/IN other/JJ types/NNS of/IN things/NNS ,/,","{C and then } inevitably I am swept away by [ the, + the ] pressure of other types of things, /"
b,A,Yeah/UH ./.,Yeah. /
%,B,"uh/UH ,/,","{F uh, } /"
sd,A,It/PRP is/VBZ a/DT time/NN consumer/NN ./.,It is a time consumer. /
aa,B,It/PRP is/VBZ ./.,It is. /
sv,B,"In/IN order/NN to/TO continue/VB to/TO ,/, to/TO grow/VB and/CC","In order to continue [ to, + to ] grow and - /"
sd,B,"I/PRP ,/, I/PRP always/RB think/VBP that/IN I/PRP 'll/MD be/VB able/JJ to/TO do/VB it/PRP","[ I, + I ] always think that I'll be able to do it /"
sd,B,"and/CC then/RB I/PRP inevitably/RB discover/VBP that/IN I/PRP have/VBP no/DT innate/JJ music/NN talent/NN relative/JJ to/IN composition/NN and/CC that/IN I/PRP struggle/VBP and/CC really/RB ca/MD n't/RB quite/RB understand/VB what/WP is/VBZ that/WDT other/JJ people/NNS take/VBP for/IN granted/JJ ,/,","{C and then } I inevitably discover that I have no innate music talent relative to composition and that I struggle and really can't quite understand what is that other people take for granted,"
b,A,Yeah/UH ./.,Yeah. /
+,B,in/IN composition/NN themes/NNS,in composition themes /
%,B,"and/CC I/PRP ,/,","{C and } I, - /"
sd,B,keys/NNS and/CC things/NNS are/VBP something/NN to/IN me/PRP that/WDT remain/VBP a/DT mystery/NN no/DT matter/NN how/WRB many/JJ times/NNS I/PRP bang/VBP on/IN them/PRP ./.,keys and things are something to me that remain a mystery no matter how many times I bang on them. /
sd,B,"I/PRP have/VBP a/DT pretty/RB good/JJ mathematical/JJ concept/NN for/IN what/WP 's/BES involved/JJ ,/,","I have a pretty good mathematical concept for what's involved, /"
b,A,Right/UH ./.,Right. /
sd,B,"uh/UH ,/, but/CC in/IN a/DT ,/, in/IN a/DT innate/JJ music/NN sense/NN there/RB just/RB seems/VBZ to/TO be/VB something/NN missing/JJ there/RB which/WDT is/VBZ always/RB frustrating/JJ for/IN me/PRP since/IN I/PRP have/VBP pretty/RB high/JJ math/NN aptitude/NN","{F uh, } {C but } [ in a, + in a ] innate music sense there just seems to be something missing there which is always frustrating for me since I have pretty high math aptitude /"
sd,B,"and/CC I/PRP keep/VBP thinking/VBG ,/, gee/UH ,/, I/PRP thought/VBD that/IN all/PDT the/DT math/NN and/CC music/NN people/NNS are/VBP supposed/VBN to/TO go/VB hand/NN in/IN hand/NN","<breathing> {C and } I keep thinking, {D gee, } I thought that all the math and music people are supposed to go hand in hand /"
sd,B,"but/CC ,/,","[ {C but, } +"
x,A,./.,<Laughter>.
+,B,but/CC it/PRP does/VBZ n't/RB for/IN me/PRP ./.,{C but } ] it doesn't for me. /
ar,A,"No/UH ,/,","No, /"
sd,A,"it/PRP 's/BES making/VBG that/DT ,/, that/DT connection/NN especially/RB with/IN the/DT mechanical/JJ parts/NNS of/IN it/PRP ./.","it's making [ that, + that ] connection especially with the mechanical parts of it. /"
sd,A,"I/PRP was/VBD never/RB able/JJ to/TO ,/, to/TO master/VB all/PDT that/DT ./.","I was never able [ to, + to ] master all that. /"
sd,A,"In/IN fact/NN my/PRP$ brother/NN and/CC sister/NN both/DT ,/, they/PRP were/VBD ,/, oh/UH ,/, thirteen/CD ,/, sixteen/CD years/NNS older/JJR than/IN I/PRP ,/, they/PRP went/VBD through/IN the/DT ,/, uh/UH ,/, parent/NN thing/NN where/WRB you/PRP 've/VBP got/VBN to/TO practice/VB or/CC you/PRP 're/VBP not/RB going/VBG out/IN to/TO play/VB thing/NN ,/,","In fact my brother and sister both, they were, {F oh, } thirteen, sixteen years older than I, they went through the, {F uh, } parent thing where you've got to practice or you're not going out to play thing, /"
x,B,./.,<Laughter>.
sd,A,"and/CC when/WRB it/PRP came/VBD to/IN my/PRP$ turn/NN the/DT folks/NNS said/VBD no/UH we/PRP 're/VBP not/RB going/VBG through/IN that/DT again/RB ,/,","{C and } when it came to my turn the folks said no we're not going through that again, /"
sd,A,"they/PRP sold/VBD the/DT piano/NN ,/,","they sold the piano, /"
sd,A,"and/CC is/VBZ the/DT turns/VBZ out/RP I/PRP was/VBD the/DT only/RB one/CD who/WP really/RB had/VBD an/DT interest/NN in/IN it/PRP and/CC never/RB got/VBD to/IN ,/,","{C and } [ is the + ] turns out I was the only one who really had an interest in it and never got to, /"
%,A,"so/RB I/PRP ,/,","{C so } I, -/"
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,that/DT 's/BES one/CD of/IN things/NNS I/PRP felt/VBD like/IN I/PRP missed/VBD in/IN life/NN,that's one of things I felt like I missed in life /
%,A,"and/CC I/PRP ,/, I/PRP really/RB ,/,","{C and } [ I, + I ] really, - /"
sd,A,"in/IN fact/NN ,/, uh/UH ,/, one/CD of/IN my/PRP$ favorite/JJ things/NNS to/TO do/VB now/RB is/VBZ sit/VB down/RB and/CC listen/VB to/IN Chopin/NNP ,/, that/WDT is/VBZ played/VBN on/IN ,/, uh/UH ,/, piano/NN ./.","in fact, {F uh, } one of my favorite things to do now is sit down and listen to Chopin, that is played on, {F uh, } piano. /"
sd,A,"I/PRP just/RB ,/, you/PRP know/VBP ,/, I/PRP can/MD just/RB drift/VB off/RP into/IN some/DT other/JJ world/NN just/RB listening/VBG to/IN that/DT for/IN hours/NNS if/IN I/PRP ever/RB have/VBP the/DT time/NN to/TO do/VB that/DT ,/,","[ I just, + {D you know, } I can just ] drift off into some other world just listening to that for hours if I ever have the time to do that, /"
b,B,"Oh/UH ,/, MUMBLEx/XX ,/,","{F Oh, } (( )) , /"
sd,A,"maybe/RB one/CD of/IN these/DT days/NNS ,/, I/PRP 'll/MD ,/,","maybe one of these days, I'll, - /"
