act_tag,speaker,pos,text
sd,A,"and/CC New/NNP York/NNP had/VBD a/DT state/NN lottery/NN ,/,","{C and } New York had a state lottery, /"
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"and/CC it/PRP really/RB raised/VBD a/DT lot/NN of/IN money/NN for/IN the/DT ,/, for/IN the/DT state/NN ./.","{C and } it really raised a lot of money [ for the, + for the ] state. /"
x,B,,<Sniffing>.
%,A,"Uh/UH ,/, although/IN we/PRP ,/,","{F Uh, } although we, - /"
sd,A,"in/IN New/NNP York/NNP we/PRP had/VBD to/TO pay/VB a/DT state/NN and/CC a/DT city/NN ,/, uh/UH ,/, tax/NN ./.","in New York we had to pay a state and a city, {F uh, } tax. /"
sd,A,"And/CC it/PRP was/VBD really/RB a/DT great/JJ relief/NN when/WRB I/PRP got/VBD to/IN Texas/NNP that/WDT I/PRP did/VBD n't/RB have/VB to/TO pay/VB that/DT city/NN income/NN tax/NN ,/, though/RB ./.","{C And } it was really a great relief when I got to Texas that I didn't have to pay that city income tax, though. /"
b,B,"Yeah/UH ,/,","Yeah, /"
sv,B,"makes/VBZ quite/RB a/DT bit/NN of/IN difference/NN in/IN your/PRP$ ,/, uh/UH ,/, well/UH your/PRP$ income/NN level/NN ./.","makes quite a bit of difference in [ your, + {F uh, } {D well } your ] income level. /"
b,A,Right/UH ./.,Right. /
sd,B,"You/PRP know/VBP ,/, because/IN other/JJ states/NNS quite/RB a/DT bi-/NN ,/, a/DT chunk/NN out/IN for/IN ,/, uh/UH ,/, city/NN and/CC state/NN taxes/NNS","{D You know, } {C because } other states quite a bi-, a chunk out for, {F uh, } city and state taxes /"
sv,B,"so/RB you/PRP 're/VBP ,/, uh/UH ,/, looking/VBG at/IN your/PRP$ yearly/JJ salary/NN ,/, it/PRP makes/VBZ quite/RB a/DT difference/NN ./.","{C so } you're, {F uh, } looking at your yearly salary, it makes quite a difference. /"
aa,A,"It/PRP sure/JJ does/VBZ ma/VB ,/, make/VB a/DT difference/NN ./.","It sure does [ ma-, + ] make a difference. /"
sd,B,A/DT little/RB more/JJR take/VB home/NN here/RB ./.,A little more take home here <sniffing>. /
b,A,Uh-huh/UH ./.,Uh-huh. /
qy,A,Do/VBP you/PRP live/VBP in/IN Dallas/NNP ?/.,Do you live in Dallas? /
ny,B,"Yeah/UH ,/,","Yeah, /"
sd,B,Richardson/NNP area/NN ./.,Richardson area. /
bh,A,"Oh/UH ,/, you/PRP do/VBP ?/.","{F Oh, } you do? /"
ny,B,"Yeah/UH ,/,","Yeah, /"
sd,B,"I/PRP work/VBP at/IN ,/, well/UH mainly/RB the/DT Expressway/NNP Site/NNP is/VBZ where/WRB I/PRP work/VBP ./.","I work at, {D well } mainly the Expressway Site is where I work <rattling> <<sounds like paper>>. /"
sd,A,"Oh/UH ,/, I/PRP do/VBP too/RB ./.","{F Oh, } I do too. /"
bk,B,"Oh/UH ,/, okay/UH ./.","{F Oh, } okay <sniffing>. /"
b,A,"Okay/UH ,/,","Okay, /"
sd,A,"and/CC then/RB ,/, you/PRP know/VBP too/RB ,/, that/IN ,/, um/UH ,/, taxes/NNS are/VBP ,/, are/VBP less/JJR ,/, like/IN if/IN you/PRP live/VBP in/IN Mesquite/NNP ./.","{C and then, } you know too, that, {F um, } taxes [ are, + are ] less, {D like } if you live in Mesquite. /"
b,B,Yeah/UH ./.,<Sniffing> Yeah. /
sd,A,"You/PRP know/VBP ,/, some/DT people/NNS will/MD go/VB shopping/VBG in/IN Mesquite/NNP at/IN the/DT malls/NNS out/IN there/RB ,/, uh/UH ,/,","{D You know, } some people will go shopping in Mesquite at the malls out there, {F uh, } /"
sd,B,"Or/CC up/IN to/IN Collin/NNP County/NNP ,/, somewhere/RB that/WDT you/PRP 're/VBP getting/VBG out/IN of/IN the/DT ,/, um/UH ,/, Dallas/NNP County/NNP area/NN because/IN ,/,","{C Or } up to Collin County, somewhere that you're getting out of the, {F um, } Dallas County area because,"
aa,A,Uh-huh/UH ./.,Uh-huh. /
+,B,"what/WP do/VBP we/PRP pay/VB ,/, like/IN eight/CD and/CC a/DT half/NN percent/NN ,/,","what do we pay, {D like } eight and a half percent,"
bf,A,Eight/CD point/NN five/CD ./.,Eight point five. /
+,B,"something/NN like/IN that/DT for/IN the/DT ,/, uh/UH ,/, sales/NNS tax/NN ./.","something like that for the, {F uh, } sales tax. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"Which/WDT ,/, yeah/UH ,/, that/DT really/RB is/VBZ pretty/RB high/JJ ./.","Which, {D yeah, } that really is pretty high. /"
qy,A,"Is/VBZ it/PRP the/DT s-/XX ,/,","Is it the s-, - /"
qy,A,"is/VBZ it/PRP ,/, uh/UH ,/, less/JJR in/IN Collin/NNP County/NNP than/IN it/PRP is/VBZ in/IN Dallas/NNP County/NNP ?/.","is it, {F uh, } less in Collin County than it is in Dallas County? /"
sd,B,"or/CC ./. I/PRP guess/VBP maybe/RB if/IN I/PRP was/VBD going/VBG to/TO buy/VB a/DT car/NN or/CC something/NN ,/,","{C or } <breathing>. I guess maybe if I was going to buy a car or something,"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,"maybe/RB I/PRP would/MD consider/VB where/WRB I/PRP was/VBD buying/VBG it/PRP ,/, to/TO try/VB to/TO ,/, you/PRP know/VBP ,/,","maybe I would consider where I was buying it, to try to, {D you know, }"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,"save/VB a/DT little/JJ bit/NN on/IN that/DT sales/NNS tax/NN ,/, because/IN on/IN a/DT car/NN that/WDT really/RB mo-/XX ,/, kind/RB of/RB mounts/VBZ up/RP ./.","save a little bit on that sales tax, because on a car that really [ mo-, + ] kind of mounts up <talking>. /"
aa,A,"Yeah/UH ,/,","Yeah, /"
sd,A,it/PRP sure/RB did/VBD,it sure did /
sd,A,"and/CC then/RB once/RB you/PRP could/MD deduct/VB at/IN least/JJS some/DT of/IN that/DT ,/, um/UH ,/, off/IN ,/, off/IN your/PRP$ income/NN tax/NN","{C and then } once you could deduct at least some of that, {F um, } [ off, + off ] your income tax /"
sd,A,and/CC you/PRP ca/MD n't/RB do/VB that/DT anymore/RB ./.,{C and } you can't do that anymore. /
b,B,Yeah/UH ./.,Yeah. /
sd,A,"It/PRP really/RB hit/VBD me/PRP yesterday/RB ,/, I/PRP had/VBD ,/, uh/UH ,/, air/NN conditioning/NN service/NN for/IN my/PRP$ car/NN done/VBN ./.","It really hit me yesterday, I had, {F uh, } air conditioning service for my car done. /"
sd,A,"And/CC I/PRP had/VBD a/DT little/JJ ,/, little/JJ ,/, uh/UH ,/, coupon/NN special/NN that/WDT was/VBD twenty-two/CD dollars/NNS --/:","{C And } I had a little, little, {F uh, } coupon special that was twenty-two dollars --"
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,"--/: for/IN ,/, um/UH ,/, air/NN conditioning/NN service/NN where/WRB they/PRP ,/, uh/UH ,/, checked/VBD it/PRP and/CC ch-/XX ,/, recharged/VBD it/PRP and/CC put/VBD one/CD ,/, one/CD pound/NN of/IN freon/NN in/IN","-- for, {F um, } air conditioning service where they, {F uh, } checked it and [ ch-, + ] recharged it and put [ one, + one ] pound of freon in /"
sd,A,"and/CC if/IN you/PRP needed/VBD another/DT pound/NN of/IN freon/NN they/PRP ga-/XX ,/,","{C and } if you needed another pound of freon they ga-, - /"
sd,A,"it/PRP ,/, it/PRP was/VBD like/IN seven/CD dollars/NNS and/CC something/NN ./.","[ it, + it ] was {D like } seven dollars and something. /"
sd,A,"And/CC then/RB with/IN the/DT with/IN the/DT twenty-two/CD dollars/NNS and/CC the/DT seven/CD something/NN ,/, it/PRP all/DT came/VBD out/RP to/IN ,/, I/PRP ,/, I/PRP ended/VBD up/RP paying/VBG like/IN thirty-four/CD dollars/NNS ./.","{C And then } [ with the + with the ] twenty-two dollars and the seven something, it all came out to, [ I, + I ] ended up paying like thirty-four dollars. /"
x,B,,<Thumping>.
aa,B,"Yeah/UH ,/,","Yeah, /"
aa,B,yeah/UH,yeah /
aa,B,that/DT 's/BES true/JJ ./.,that's true. /
sv,B,"Although/IN I/PRP wi/VBP ,/, I/PRP wish/VBP ,/, you/PRP know/VBP ,/, overall/RB they/PRP 'd/MD try/VB the/DT lottery/NN again/RB ./.","Although [ I wi-, + ] I wish, {D you know, } overall they'd try the lottery again. /"
qw,B,When/WRB did/VBD you/PRP first/RB come/VB to/IN Texas/NNP ?/. ./.,When did you first come to Texas? <Dishes>. /
qw,A,"Really/UH ,/, where/WRB did/VBD you/PRP come/VBP from/RB ?/.","Really, where did you come from? /"
sd,B,"Um/UH ,/, well/UH ,/, Ohio/NNP ,/, kind/RB of/RB ./.","{F Um, } {D well, } Ohio, kind of. /"
sd,B,My/PRP$ parents/NNS live/VBP in/IN Ohio/NNP ./.,My parents live in Ohio. /
sd,B,"I/PRP had/VBD lived/VBN a/DT little/JJ while/IN in/IN Michigan/NNP ,/,","I had lived a little while in Michigan, /"
bk,A,"Oh/UH ,/, uh-huh/UH ./.","{F Oh, } uh-huh. /"
sd,B,"but/CC ,/, you/PRP know/VBP ,/, basically/RB I/PRP went/VBD to/IN high/JJ school/NN and/CC college/NN in/IN Ohio/NNP and/CC lived/VBD there/RB uh/UH ,/, more/JJR years/NNS than/IN I/PRP ever/RB did/VBD in/IN Michigan/NNP ./.","{C but, } {D you know, } basically I went to high school and college in Ohio and lived there <sniffing> {F uh, } more years than I ever did in Michigan. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,A,"Well/UH ,/, uh/UH ,/, I/PRP did/VBD visit/VB ,/, uh/UH ,/, Michigan/NNP ,/, I/PRP visited/VBD Kalamazoo/NNP once/RB ./.","{D Well, } {F uh, } I did visit, {F uh, } Michigan, I visited Kalamazoo once. /"
sd,A,My/PRP$ sister/NN used/VBN to/TO live/VB there/RB ./.,My sister used to live there. /
bk,B,"Oh/UH ,/, okay/UH ./.","{F Oh, } okay <sniffing>. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"But/CC you/PRP know/VBP ,/, when/WRB we/PRP first/RB came/VBD down/RB here/RB ,/, I/PRP really/RB thought/VBD this/DT place/NN was/VBD somewhat/RB backward/JJ ,/, I/PRP mean/VBP ,/, I/PRP was/VBD just/RB shocked/JJ that/IN we/PRP could/MD n't/RB shop/VB on/IN Sunday/NNP ./.","<Sniffing> {C But } {D you know, } when we first came down here, I really thought this place was somewhat backward, {E I mean, } I was just shocked that we couldn't shop on Sunday. /"
x,A,,<Laughter>.
qy,B,Remember/VB that/DT ?/. ./.,Remember that? <Sniffing> <dishes>. /
x,B,,<Sniffing>.
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"But/CC ,/, uh/UH ,/, there/EX were/VBD stores/NNS that/WDT you/PRP could/MD go/VB to/IN ,/, uh/UH ,/, you/PRP know/VBP ,/, like/IN discount/NN stores/NNS and/CC stores/NNS down/IN in/IN the/DT village/NN and/CC just/RB all/DT over/IN the/DT place/NN where/WRB you/PRP could/MD go/VB to/IN","{C But, } {F uh, } there were stores that you could go to, {F uh, } {D you know, } like discount stores and stores down in the village and just all over the place where you could go to/"
sd,A,and/CC you/PRP could/MD shop/VB until/IN like/IN twelve/CD or/CC one/CD o'clock/RB that/DT night/NN,{C and } you could shop until {D like } twelve or one o'clock that night /
sd,A,"and/CC that/DT was/VBD like/IN ,/, that/WDT was/VBD really/RB the/DT only/JJ night/NN they/PRP were/VBD open/JJ that/RB late/JJ ,/,","{C and } [ that was like, + ] that was really the only night they were open that late, /"
sd,A,but/CC it/PRP was/VBD Christmas/NNP eve/NN ./.,{C but } it was Christmas eve. /
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"And/CC when/WRB I/PRP came/VBD to/IN Dallas/NNP ,/, I/PRP thought/VBD I/PRP was/VBD going/VBG to/TO do/VB that/DT Christmas/NNP eve/NN","{C And } when I came to Dallas, I thought I was going to do that Christmas eve /"
sd,A,"and/CC I/PRP could/MD n't/RB find/VB hardly/RB anything/NN open/JJ ,/,","{C and } I couldn't find hardly anything open,"
x,B,,<Laughter>.
+,A,after/IN five/CD o'clock/RB in/IN the/DT afternoon/NN ./.,<Laughter> after five o'clock in the afternoon. /
qy,B,"Were/VBD you/PRP shocked/JJ like/IN ,/, oh/UH no/UH ,/, I/PRP 'm/VBP stuck/JJ I/PRP need/VBP to/TO buy/VB stuff/NN ./.","Were you shocked like, {F oh } {D no, } I'm stuck I need to buy stuff. /"
na,A,"An/CC I/PRP was/VBD ,/, oh/UH ,/, I/PRP was/VBD ,/, I/PRP really/RB ,/, I/PRP really/RB was/VBD stuck/JJ ./.","An [ I was, + {F oh, } I was, ] [ I really, + I really ] was stuck <laughter>. /"
sd,A,"And/CC I/PRP think/VBP Target/NNP was/VBD the/DT one/CD that/WDT stayed/VBD open/JJ later/RB than/IN any/DT ,/, anybody/NN else/RB ./.","{C And } I think Target was the one that stayed open later than [ any, + anybody ] else. /"
sd,A,"And/CC ,/, uh/UH ,/, I/PRP was/VBD able/JJ to/TO pick/VB up/RP a/DT few/JJ things/NNS in/IN there/RB ,/,","{C And, } {F uh, } I was able to pick up a few things in there, /"
sd,A,"but/CC ,/, boy/UH I/PRP was/VBD ,/, I/PRP was/VBD really/RB shocked/JJ ./.","{C but, } {D boy } [ I was, + I was ] really shocked. /"
x,B,,<Sniffing>.
sd,A,"And/CC then/RB another/DT shock/NN I/PRP had/VBD well/UH ,/, when/WRB I/PRP went/VBD to/IN ,/, um/UH ,/, to/TO buy/VB a/DT slice/NN of/IN pizza/NN ,/,","{C And then } another shock I had <laughter> {D well, } when I went to, {F um, } to buy a slice of pizza <laughter>,"
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,and/CC found/VBD out/RP that/IN I/PRP had/VBD to/TO buy/VB the/DT whole/JJ pie/NN ./.,and found out that I had to buy the whole pie. /
sv,B,"Oh/UH ,/, few/JJ places/NNS now/RB seem/VBP to/TO do/VB it/PRP by/IN the/DT slice/NN","{F Oh, } few places now seem to do it by the slice /"
%,B,"but/CC ,/,","{C but, } -/"
aa,A,"Yeah/UH ,/,","Yeah, /"
%,A,"now/RB ,/,","now, - /"
%,A,"but/CC they/PRP ,/,","{C but } they, - /"
sd,A,back/RB then/RB they/PRP did/VBD n't/RB ./.,back then they didn't. /
b,B,Right/UH ./.,Right. /
sd,A,"When/WRB I/PRP first/RB came/VBD ,/, no/UH ./.","When I first came, no. /"
%,A,"Anyway/RB ,/,","Anyway, -/"
sv,B,"Well/UH the/DT ,/, the/DT ,/, uh/UH ,/, there/EX was/VBD other/JJ things/NNS too/RB ,/, I/PRP mean/VBP ,/, I/PRP think/VBP it/PRP 's/HVS taken/VBN us/PRP Yankee/NNP 's/POS influence/NN down/IN here/RB ,/,","{D Well } [ [ the, + the, ] + {F uh, } there ] was other things too, {E I mean, } I think it's taken us Yankee's influence down here,"
x,A,,<Laughter>.
+,B,"to/TO get/VB them/PRP to/TO ,/, uh/UH ,/, come/VB to/IN the/DT ,/, you/PRP know/VBP ,/, the/DT correct/JJ decade/NN here/RB and/CC century/NN ./.","to get them to, {F uh, } come to the, {D you know, } the correct decade here and century. /"
sd,B,"Um/UH ,/, I/PRP could/MD n't/RB believe/VB that/IN you/PRP could/MD have/VB open/JJ containers/NNS of/IN beer/NN ,/, alcohol/NN ,/, whatever/WDT ,/,","{F Um, } I couldn't believe that you could have open containers of beer, alcohol, whatever,"
b,A,Right/UH ./.,Right. /
+,B,in/IN the/DT car/NN !/.,in the car! /
b,A,Right/UH ./.,Right. /
sd,B,"I/PRP mean/VBP ,/, you/PRP could/MD always/RB ,/, um/UH ,/, uh/UH ,/, be/VB careful/JJ about/IN that/DT back/RB then/RB because/IN ,/,","<Talking> <<Background voice says, that's not the subject>> {E I mean, } you could always, {F um, } {F uh, } be careful about that back then because,"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,"uh/UH ,/, you/PRP know/VBP ,/, if/IN yo-/PRP ,/, if/IN a/DT cop/NN stopped/VBD you/PRP then/RB you/PRP would/MD ,/, um/UH ,/, you/PRP know/VBP ,/, get/VB arrested/VBN or/CC what/WP not/RB ./.","{F uh, } {D you know, } [ if yo-, + ] if a cop stopped you then you would, {F um, } {D you know, } get arrested or what not. /"
b,A,"Yeah/UH ,/,","Yeah, /"
ad,A,and/CC talk/VB a/DT --/:,{C and } [ talk a + ] --
sd,B,And/CC people/NNS would/MD just/RB drink/VB openly/RB ./.,{C And } people would just drink openly. /
+,A,"--/: talking/VBG about/IN alcohol/NN and/CC beer/NN ,/, look/VB at/IN the/DT taxes/NNS on/IN that/DT ,/,","-- talking about alcohol and beer, look at the taxes on that,"
x,B,,<Laughter>.
+,A,"and/CC the/DT taxes/NNS on/IN a/DT package/NN of/IN ,/, of/IN cigarettes/NNS ./.","and the taxes on a package [ of, + of ] cigarettes. /"
sd,A,"I/PRP used/VBD to/TO smoke/VB ,/, you/PRP know/VBP --/:","I used to smoke, {D you know } -- /"
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"--/: and/CC ,/, uh/UH ,/, that/DT would/MD have/VB been/VBN enough/RB to/TO ,/, to/TO make/VB me/PRP ,/, me/PRP give/VB them/PRP up/RP ./.","-- {C and, } {F uh, } that would have been enough [ to, + to ] make [ me, + me ] give them up. /"
sd,A,"The/DT price/NN of/IN them/PRP now/RB ,/,","The price of them now, - /"
sd,A,but/CC I/PRP gave/VBD them/PRP up/RP a/DT couple/NN years/NNS ago/RB because/IN I/PRP had/VBD some/DT sinus/NN problems/NNS ./.,{C but } I gave them up a couple years ago because I had some sinus problems. /
b,B,Oh/UH ./.,Oh. /
%,B,"W-/XX ,/,","W-, - /"
sd,B,"I/PRP do/VBP n't/RB smoke/VB ,/,","I don't smoke, /"
sd,B,"so/RB I/PRP do/VBP n't/RB really/RB know/VB what/WP the/DT ,/,","{C so } I don't really know what the,"
%,A,"Well/UH ,/,","{D Well, } -/"
+,B,taxes/NNS are/VBP and/CC stuff/NN on/IN it/PRP ./.,taxes are and stuff on it. /
sd,A,"Well/UH they/PRP 're/VBP like/IN two/CD ,/,","{D Well } they're like two, /"
sd,A,"or/CC ,/, I/PRP ,/, I/PRP believe/VBP they/PRP 're/VBP hitting/VBG two/CD dollars/NNS a/DT pack/NN now/RB ./.","{C or, } [ I, + I ] believe they're hitting two dollars a pack now. /"
b,B,Um/UH ./.,{F Um. } /
sd,A,"A/DT little/JJ bit/NN ,/, a/DT little/JJ bit/NN more/JJR in/IN some/DT places/NNS ./.","[ A little bit, + a little bit ] more in some places. /"
bf,B,So/RB you/PRP end/VBP up/RP about/RB paying/VBG about/RB twelve/CD dollars/NNS for/IN a/DT pack/NN and/CC two/CD dollars/NNS of/IN that/DT is/VBZ taxes/NNS ./.,{C So } you end up about paying about twelve dollars for a pack and two dollars of that is taxes. /
b,B,Huh/UH ./.,Huh. /
ba,B,Gee/UH ./.,Gee. /
sd,A,"Um/UH ,/, because/IN I/PRP remember/VBP we/PRP went/VBD to/IN ,/, to/IN Oklahoma/NNP to/IN th-/XX ,/, this/DT bingo/NN place/NN ./. This/DT Choctaw/NNP Bingo/NNP ,/, uh/UH ,/, a/DT couple/NN weeks/NNS ago/RB","{F Um, } {C because } I remember we went [ to, + to ] Oklahoma to [ th-, + ] this bingo place. This Choctaw Bingo, {F uh, } a couple weeks ago /"
sd,A,"and/CC somebody/NN that/WDT went/VBD with/IN me/PRP bought/VBD a/DT carton/NN for/IN ,/, uh/UH ,/, ten/CD dollars/NNS and/CC something/NN","{C and } somebody that went with me bought a carton for, {F uh, } ten dollars and something /"
sd,A,and/CC they/PRP really/RB thought/VBD they/PRP were/VBD getting/VBG a/DT big/JJ discount/NN ./.,{C and } they really thought they were getting a big discount. /
qy^d,B,They/PRP 're/VBP cheaper/JJR there/RB ?/.,They're cheaper there? /
na,A,"Well/UH because/IN ,/, it/PRP 's/BES ,/, you/PRP know/VBP ,/, the/DT Indians/NNPS ,/, I/PRP do/VBP n't/RB think/VB they/PRP pay/VBP tax/NN ./.","{D Well } {C because, } it's, {D you know, } the Indians, I don't think they pay tax. /"
ba,B,Oh/UH !/.,Oh! /
sd,A,"In/IN ,/, in/IN Oklahoma/NNP ./.","[ In, + in ] Oklahoma. /"
bk,B,"Oh/UH ,/, I/PRP got/VBD you/PRP ,/,","{F Oh, } I got you, /"
bk,B,okay/UH ./.,okay. /
sd,A,"And/CC ,/, uh/UH ,/, it/PRP was/VBD a/DT Indian/NNP ,/, well/RB it/PRP 's/BES a/DT bingo/NN hall/NN for/IN the/DT benefit/NN of/IN the/DT Indians/NNPS there/RB ./.","{C And, } {F uh, } it was a Indian, {D well } it's a bingo hall for the benefit of the Indians there. /"
b,B,Uh-huh/UH,Uh-huh /
x,B,./.,<rattling>. /
sd,A,Although/IN I/PRP did/VBD n't/RB see/VB very/RB many/JJ Indian/JJ people/NNS in/IN there/RB ./.,Although I didn't see very many Indian people in there <laughter>. /
sd,A,"There/EX were/VBD just/RB bus/NN loads/NNS of/IN people/NNS that/WDT come/VBP from/IN everywhere/RB else/RB to/TO play/VB that/DT bingo/NN because/IN it/PRP 's/BES ,/, it/PRP 's/BES ,/, the/DT stakes/NNS are/VBP higher/JJR and/CC payoffs/NNS are/VBP bigger/JJR and/CC so/RB forth/RB ./.","There were just bus loads of people that come from everywhere else to play that bingo because [ it's, + it's, ] the stakes are higher and payoffs are bigger and so forth. /"
qw,B,Well/UH how/WRB did/VBD you/PRP do/VBP ?/.,{D Well } how did you do? /
sd,A,I/PRP won/VBD a/DT dollar/NN ./.,<Sigh> I won a dollar <laughter>. /
b^m,B,"A/DT dollar/NN ,/, oh/UH well/UH ,/,","A dollar, {F oh } {D well, } /"
qy,B,"but/CC you/PRP had/VBD fun/NN playing/VBG ,/, right/UH ./.","{C but } you had fun playing, right. /"
ny,A,"Yeah/UH ,/,","Yeah, /"
sd,A,"I/PRP had/VBD fun/NN ,/, uh/UH ,/, a/DT couple/NN on/IN the/DT bus/NN won/VBD some/DT money/NN ./.","I had fun, {F uh, } a couple on the bus won some money. /"
sd,A,"One/CD ,/, one/CD guy/NN won/VBD t-/XX ,/,","[ One, + one ] guy won t-, -/"
