act_tag,speaker,pos,text
sd,A,"what/WP they/PRP were/VBD doing/VBG was/VBD shredding/VBG it/PRP and/CC trying/VBG to/TO sell/VB it/PRP to/IN farmers/NNS for/IN bedding/NN for/IN their/PRP$ animals/NNS ,/,","what they were doing was shredding it and trying to sell it to farmers for bedding for their animals,"
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,and/CC that/DT type/NN of/IN thing/NN ./.,and that type of thing. /
sd,A,"And/CC that/DT did/VBD n't/RB work/VB ,/,","{C And } that didn't work, /"
sd,A,"but/CC ,/, but/CC somebody/NN told/VBD me/PRP that/IN they/PRP were/VBD charging/VBG as/RB much/RB for/IN it/PRP as/IN they/PRP did/VBD for/IN straw/NN ./.","[ {C but, } + {C but } ] somebody told me that they were charging as much for it as they did for straw."
b,B,Oh/UH ./.,Oh. /
+,A,"Which/WDT is/VBZ why/WRB they/PRP could/MD n't/RB sell/VB it/PRP ,/,","Which is why they couldn't sell it, /"
b,B,Yeah/UH ./.,Yeah. /
sd,A,"you/PRP know/VBP ,/, because/IN the/DT farmers/NNS would/MD buy/VB the/DT straw/NN if/IN it/PRP 's/BES a/DT ,/, you/PRP know/VBP ,/, similar/JJ price/NN ./.","{D you know, } {C because } the farmers would buy the straw if it's a, {D you know, } similar price. /"
b,B,Sure/UH ./.,Sure. /
^h,A,"And/CC let/VB 's/PRP see/VB ,/,","{C And } let's see, /"
^h,A,is/VBZ there/EX anything/NN else/RB ./.,is there anything else. /
%,A,"Okay/UH ,/,","Okay, /"
sd,A,"I/PRP think/VBP by/IN this/DT Fall/NN it/PRP 's/BES going/VBG to/TO be/VB required/VBN that/IN the/DT town/NN of/IN Clarion/NNP ,/, which/WDT we/PRP 'll/MD live/VB nearby/RB ,/, will/MD have/VB mandatory/JJ recycling/NN started/VBD","I think by this Fall it's going to be required that the town of Clarion, which we'll live nearby, will have mandatory recycling started /"
%,A,"so/RB ,/,","{C so, } -/"
qy^d,B,On/IN just/RB particular/JJ things/NNS,On just particular things - /
%,B,"or/CC ,/,","{C or, } -/"
sd,A,"Uh/UH ,/, mainly/RB the/DT glass/NN ,/, the/DT aluminum/NN ,/, the/DT plastics/NNS ./.","{F Uh, } mainly the glass, the aluminum, the plastics. -/"
b,B,Uh-huh/UH ./.,Uh-huh. /
%,A,"Uh/UH ,/,","{F Uh, } /"
sv,B,"Well/UH ,/, it/PRP sounds/VBZ like/IN they/PRP 're/VBP doing/VBG quite/RB a/DT bit/NN ./.","{D Well, } it sounds like they're doing quite a bit. /"
sd,A,"Well/UH ,/, we/PRP 're/VBP working/VBG hard/JJ on/IN it/PRP because/IN we/PRP 're/VBP fighting/VBG also/RB in/IN our/PRP$ area/NN a/DT large/JJ hazardous/JJ waste/NN incinerator/NN --/:","{D Well, } we're working hard on it because we're fighting also in our area a large hazardous waste incinerator --"
b,B,Uh/UH ./.,{F Uh. } /
+,A,--/: which/WDT we/PRP do/VBP not/RB want/VB built/VBN,-- which we do not want built /
sd,A,"and/CC ,/, uh/UH ,/, we/PRP would/MD like/VB industry/NN to/TO do/VB more/RBR before/IN they/PRP build/VBP these/DT big/JJ ,/, huge/JJ incinerators/NNS ./.","{C and, } {F uh, } we would like industry to do more before they build these big, huge incinerators. /"
b,B,Yeah/UH ./.,Yeah. /
sd,A,"And/CC ,/, uh/UH ,/, we/PRP ,/, we/PRP just/RB feel/VBP they/PRP should/MD ,/, they/PRP should/MD offer/VB industry/NN some/DT incentives/NNS to/TO do/VB more/RBR reducing/VBG of/IN their/PRP$ waste/NN products/NNS and/CC reusing/VBG ,/,","{C And, } {F uh, } [ we, + we ] just feel [ they should, + they should ] offer industry some incentives to do more reducing of their waste products and reusing, /"
b,B,Uh-huh/UH ./.,Uh-huh. /
%,A,"them/PRP ,/,","them, - /"
sd,A,"because/IN some/DT of/IN those/DT companies/NNS that/WDT are/VBP doing/VBG it/PRP have/VBP ,/, save/VBP money/NN eventually/RB ./.","{C because } some of those companies that are doing it [ have, + save ] money eventually. /"
sd,A,"At/IN first/JJ ,/, apparently/RB ,/, it/PRP costs/VBZ more/RBR to/TO get/VB started/VBD ./.","At first, apparently, it costs more to get started. /"
b,B,Right/UH ./.,Right. /
sv,A,"But/CC once/RB they/PRP get/VBP established/VBN ,/, then/RB it/PRP 's/BES a/DT money/NN saving/VBG thing/NN ./.","{C But } once they get established, then it's a money saving thing. /"
sd,B,"Well/UH ,/, our/PRP$ company/NN does/VBZ some/DT things/NNS ,/, all/DT of/IN which/WDT I/PRP could/MD n't/RB even/RB tell/VB you/PRP about/IN ./.","{D Well, } our company does some things, all of which I couldn't even tell you about. /"
sd,B,I/PRP do/VBP n't/RB know/VB all/DT of/IN them/PRP,I don't know all of them /
%,B,"but/CC ,/,","{C but, } -/"
qw,A,And/CC what/WP is/VBZ T/NNP I/NNP ?/.,{C And } what is T I? /
sd,B,"Uh/UH ,/, Texas/NNP Instruments/NNPS ./.","{F Uh, } Texas Instruments. /"
bk,A,"Oh/UH ,/, okay/UH ./.","{F Oh, } okay. /"
b,B,Yeah/UH ./.,(( Yeah )) . /
"fo_o_fw_""_by_bc",A,"Gee/UH ,/,","Gee, /"
sd,A,"my/PRP$ ,/, my/PRP$ son/NN works/VBZ for/IN ,/,","[ my, + my ] son works for, - /"
^h,A,"no/UH ,/,","no, /"
^h,A,"not/RB for/IN that/DT ,/,","not for that, - /"
%,A,okay/UH ./.,okay. /
ad,A,"Excuse/VB me/PRP ,/, go/VB ahead/RB ./.","{E Excuse me, } go ahead <laughter>. /"
sd,B,"Well/UH ,/, I/PRP ,/, I/PRP was/VBD just/RB curious/JJ as/IN how/WRB you/PRP got/VBD hooked/VBN up/RP with/IN this/DT ,/, this/DT speech/NN type/NN of/IN thing/NN ./.","{D Well, } [ I, + I ] was just curious as how you got hooked up with [ this, + this ] speech type of thing. /"
sd,A,"Well/UH ,/, my/PRP$ son/NN works/VBZ in/IN ,/, uh/UH ,/, for/IN the/DT federal/JJ government/NN ./.","{D Well, } my son works [ in, + {F uh, } for ] the federal government. /"
sd,A,"He/PRP 's/BES ,/, he/PRP works/VBZ in/IN a/DT computer/NN laboratory/NN ./.","[ He's, + he ] works in a computer laboratory. /"
b,B,Oh/UH,Oh /
%,B,"and/CC he/PRP ,/,","{C and } he, -/"
sd,A,"And/CC ,/, uh/UH ,/, it/PRP was/VBD through/IN him/PRP that/IN ,/, that/IN ,/, uh/UH ,/,","{C And, } {F uh, } it was through him [ that, + that, ] {F uh, } -/"
b,B,Yeah/UH ./.,Yeah. /
sd,B,"Well/UH ,/, here/RB at/IN work/NN ,/, um/UH ,/, each/DT one/CD of/IN us/PRP has/VBZ two/CD trash/NN baskets/NNS in/IN our/PRP$ office/NN","{D Well, } here at work, {F um, } each one of us has two trash baskets in our office /"
sd,B,"and/CC one/CD of/IN those/DT is/VBZ designed/VBN for/IN any/DT kind/NN of/IN paper/NN products/NNS that/WDT ,/, um/UH ,/, they/PRP want/VBP to/TO use/VB ,/, you/PRP know/VBP ,/, for/IN recycling/NN ./.","{C and } one of those is designed for any kind of paper products that, {F um, } they want to use, {D you know, } for recycling. /"
sd,B,They/PRP ca/MD n't/RB deal/VB with/IN every/DT type/NN ./.,They can't deal with every type. /
qw,A,"Uh/UH ,/, maybe/RB you/PRP could/MD tell/VB me/PRP ,/, what/WP is/VBZ the/DT difference/NN between/IN office/NN paper/NN waste/NN and/CC just/RB like/IN newspapers/NNS ?/.","{F Uh, } maybe you could tell me, what is the difference between office paper waste and just {D like } newspapers? /"
sd,B,"Well/UH ,/, I/PRP guess/VBP I/PRP do/VBP n't/RB know/VB specifically/RB ,/, except/IN that/DT ,/, uh/UH ,/, for/IN the/DT paper/NN that/WDT they/PRP want/VBP to/TO recycle/VB ,/, they/PRP do/VBP not/RB want/VB any/DT newspaper/NN ,/, um/UH ,/, and/CC things/NNS like/IN candy/NN wrappers/NNS or/CC ,/, uh/UH ,/, that/DT type/NN of/IN thing/NN ./.","{D Well, } I guess I don't know specifically, except that, {F uh, } for the paper that they want to recycle, they do not want any newspaper, {F um, } and things like candy wrappers or, {F uh, } that type of thing. /"
^h,B,"Let/VB 's/PRP see/VB ,/,","Let's see, /"
sd,B,I/PRP have/VBP a/DT list/NN here/RB ./.,I have a list here. /
sd,B,"Um/UH ,/, they/PRP do/VBP n't/RB want/VB lunch/NN sacks/NNS or/CC brown/JJ envelopes/NNS ,/, uh/UH ,/, phone/NN books/NNS ./.","{F Um, } they don't want lunch sacks or brown envelopes, {F uh, } phone books. /"
sd,B,"So/RB there/EX are/VBP ,/, you/PRP know/VBP ,/, a/DT lot/NN of/IN kinds/NNS of/IN things/NNS that/WDT they/PRP do/VBP n't/RB want/VB ,/, but/CC then/RB any/DT kind/NN of/IN computer/NN paper/NN ,/, letters/NNS ,/, uh/UH ,/, booklets/NNS ,/,","{C So } there are, {D you know, } a lot of kinds of things that they don't want, but then any kind of computer paper, letters, {F uh, } booklets, - /"
sd,B,they/PRP 'll/MD even/RB take/VB things/NNS that/WDT are/VBP bound/JJ ./.,they'll even take things that are bound. /
%,A,Um/UH ./.,{F Um. } /
sd,B,"Um/UH ,/, and/CC it/PRP does/VBZ n't/RB all/DT have/VB to/TO be/VB like/UH white/NN ./.","{F Um, } {C and } it doesn't all have to be {D like } white. /"
sd,B,"They/PRP 'll/MD take/VB colored/JJ folders/NNS ,/,","They'll take colored folders, /"
b,A,"Oh/UH ,/, really/UH ./.","{F Oh, } really. /"
sd,B,"and/CC ,/, and/CC ,/, uh/UH ,/, even/RB some/DT of/IN those/DT can/MD have/VB plastic/NN tabs/NNS on/IN them/PRP ./.","[ {C and, } + {C and, } ] {F uh, } even some of those can have plastic tabs on them. /"
%,A,Um/UH ./.,{F Um. } /
sd,B,"So/RB it/PRP 's/BES ,/, it/PRP 's/BES hard/JJ to/TO kind/RB of/RB figure/VB out/RP ,/, you/PRP know/VBP ,/, which/WDT things/NNS are/VBP the/DT right/JJ ones/NNS ./.","{C So } [ it's, + it's ] hard to kind of figure out, {D you know, } which things are the right ones. /"
%,A,Um/UH ./.,{F Um. } /
sd,B,"I/PRP mean/VBP I/PRP ,/, I/PRP 'll/MD frequently/RB have/VB to/TO look/VB at/IN the/DT list/NN ,/,","{E I mean } [ I, + I'll ] frequently have to look at the list,"
+,B,if/IN it/PRP 's/BES something/NN that/WDT I/PRP do/VBP n't/RB throw/VB away/RB all/PDT the/DT time/NN ./.,if it's something that I don't throw away all the time. /
b,A,Yeah/UH ./.,<Laughter> Yeah. /
sd,B,"But/CC ,/, um/UH ,/, they/PRP do/VBP that/DT","{C But, } {F um, } they do that /"
sd,B,"and/CC then/RB we/PRP use/VBP ,/, uh/UH ,/, different/JJ chemicals/NNS and/CC things/NNS ,/,","{C and then } we use, {F uh, } different chemicals and things, /"
sd,B,"and/CC I/PRP know/VBP that/DT about/IN how/WRB they/PRP take/VBP care/NN of/IN that/DT sort/NN ,/,","{C and } I know [ that + ] <squeak> about how they take care of that sort,"
b,A,"Right/UH ,/,","Right, /"
b,A,yeah/UH ./.,yeah. /
+,B,of/IN thing/NN ./.,of thing. /
sd,B,"I/PRP ,/, I/PRP do/VBP n't/RB know/VB all/PDT the/DT details/NNS ,/,","[ I, + I ] don't know all the details, /"
b,A,"Right/UH ,/,","Right, /"
b,A,yeah/UH ./.,yeah. /
sd,B,but/CC they/PRP 're/VBP really/RB on/IN top/NN of/IN that/DT ./.,{C but } they're really on top of that. /
b,A,Yeah/UH ./.,Yeah. /
sd,B,And/CC there/EX probably/RB some/DT other/JJ things/NNS that/WDT I/PRP do/VBP n't/RB about/IN because/IN we/PRP 're/VBP a/DT real/RB large/JJ company/NN ./.,{C And } there probably some other things that I don't about because we're a real large company. /
b,A,"Uh-huh/UH ,/,","Uh-huh, /"
b,A,uh-huh/UH ./.,uh-huh. /
sd,B,And/CC I/PRP just/RB do/VBP n't/RB have/VB contact/NN with/IN them/PRP ./.,{C And } I just don't have contact with them. /
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"But/CC in/IN our/PRP$ ,/, uh/UH ,/, city/NN ,/,","{C But } in our, {F uh, } city, - /"
sd,B,"well/UH ,/, I/PRP live/VBP in/IN a/DT suburb/NN of/IN Dallas/NNP --/:","{D well, } I live in a suburb of Dallas -- /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,--/: and/CC they/PRP have/VBP initiated/VBN a/DT newspaper/NN recycling/NN --/:,-- {C and } they have initiated a newspaper recycling --
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,"--/: whereby/WRB they/PRP pick/VBP it/PRP up/RB from/IN your/PRP$ alley/NN ,/, uh/UH ,/, one/CD day/NN a/DT week/NN --/:","-- whereby they pick it up from your alley, {F uh, } one day a week --"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,--/: and/CC all/DT you/PRP have/VBP to/TO do/VB is/VBZ bundle/VB it/PRP ./.,-- and all you have to do is bundle it. /
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"Uh/UH ,/, all/DT around/IN Dallas/NNP there/EX are/VBP a/DT lot/NN of/IN recycling/NN centers/NNS where/WRB you/PRP can/MD take/VB things/NNS ,/, sometimes/RB for/IN money/NN --/:","{F Uh, } all around Dallas there are a lot of recycling centers where you can take things, sometimes for money --"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,"--/: um/UH ,/, but/CC most/JJS of/IN those/DT are/VBP real/RB far/RB away/RB from/IN like/IN where/WRB I/PRP live/VBP at/IN any/DT rate/NN ./.","-- {F um, } but most of those are real far away from {D like } where I live at any rate. /"
sd,A,"Well/UH it/PRP would/MD be/VB inconvenient/JJ to/TO ,/, in/IN other/JJ words/NNS to/TO ,/,","(( {D Well } )) it would be inconvenient [ to, + in other words to, ] -/"
^2,B,"Very/RB inconvenient/JJ ,/,","Very inconvenient, /"
sd,B,"and/CC ,/, um/UH ,/, it/PRP 's/BES just/RB ,/, you/PRP know/VBP ,/, has/VBZ n't/RB been/VBN very/RB practical/JJ to/TO get/VB into/IN a/DT lot/NN of/IN those/DT things/NNS ./.","{C and, } {F um, } it's [ just, + {D you know, } hasn't ] been very practical to get into a lot of those things. /"
sd,B,"If/IN they/PRP would/MD make/VB it/PRP something/NN where/WRB they/PRP ,/, you/PRP know/VBP ,/, would/MD pick/VB it/PRP up/RB at/IN the/DT curb/NN or/CC at/IN least/JJS make/NN it/PRP ,/, you/PRP know/VBP ,/, down/IN the/DT street/NN and/CC at/IN the/DT corner/NN ,/,","If they would make it something where they, {D you know, } would pick it up at the curb or at least make it, {D you know, } down the street and at the corner,"
b,A,"Right/UH ,/,","Right, /"
+,B,"type/NN of/IN thing/NN ,/, uh/UH ,/,","type of thing, {F uh, } -/"
^2,A,more/JJR areas/NNS where/WRB they/PRP would/MD pick/VB it/PRP up/RB ./.,more areas where they would pick it up. /
b,B,"Yeah/UH ,/,","Yeah, /"
b,A,Yeah/UH ./.,Yeah. /
sv,B,that/WDT would/MD n't/RB be/VB so/RB bad/JJ ./.,that wouldn't be so bad. /
b,A,Yeah/UH ./.,Yeah. /
sd,B,"Um/UH ,/, our/PRP$ grocery/NN store/NN ,/, like/IN yours/PRP ,/, will/MD take/VB the/DT ,/, uh/UH ,/, plastic/NN bags/NNS","{F Um, } our grocery store, like yours, will take the, {F uh, } plastic bags /"
sd,B,"and/CC they/PRP 'll/MD also/RB take/VB the/DT ,/, the/DT paper/NN bags/NNS back/RB ./.","{C and } they'll also take [ the, + the ] paper bags back. /"
b,A,"Um/UH ,/, uh-huh/UH ./.","{F Um, } uh-huh. /"
sd,B,"But/CC ,/, um/UH ,/, uh/UH ,/, you/PRP mentioned/VBD the/DT ,/, uh/UH ,/, glass/NN type/NN of/IN stuff/NN ./.","{C But, } {F um, } {F uh, } you mentioned the, {F uh, } glass type of stuff. /"
sd,B,"The/DT reason/NN I/PRP ask/VBP you/PRP about/IN that/DT is/VBZ years/NNS ago/RB ,/, and/CC it/PRP ,/, it/PRP changed/VBD names/NNS somewhere/RB along/IN the/DT line/NN ,/, but/CC ,/, um/UH ,/, my/PRP$ dad/NN used/VBN to/TO work/VB for/IN Knox/NNP Glass/NNP in/IN ,/,","The reason I ask you about that is years ago, {C and } {A [ it, + it ] changed names somewhere along the line, } [ but, + ] {F um, } my dad used to work for Knox Glass in,"
sd,A,"Oh/UH ,/, well/UH ,/, Knox/NNP is/VBZ just/RB over/IN the/DT hill/NN here/RB ./.","{F Oh, } {D well, } Knox is just over the hill here <laughter>. /"
+,B,"Knox/NNP ,/, Pennsylvania/NNP ./.","Knox, Pennsylvania. /"
bh,B,"Oh/UH ,/, really/RB ?/.","{F Oh, } really? /"
sd,A,"They/PRP ,/,","[ They, +"
b,B,Yeah/UH,Yeah /
%,B,"it/PRP 's/BES ,/,","it's, -/"
+,A,"they/PRP no/RB longer/RB are/VBP ,/, you/PRP know/VBP ,/, active/JJ ./.","they ] no longer are, {D you know, } active. /"
b,B,"Yeah/UH ,/,","Yeah, /"
sd,B,"they/PRP were/VBD taken/VBN over/RB by/IN Glass/NNP Containers/NNPS years/NNS ago/RB ,/,","they were taken over by Glass Containers years ago, /"
b,A,Yeah/UH ./.,Yeah. /
sd,B,"and/CC ,/, but/CC he/PRP worked/VBD for/IN them/PRP for/IN like/IN thirty-one/CD years/NNS ./.","[ {C and, } + {C but } ] he worked for them for {D like } thirty-one years. /"
ba,A,"Oh/UH ,/, for/IN heaven/NN 's/POS sake/NN ./.","{F Oh, } for heaven's sake. /"
sd,B,"And/CC he/PRP used/VBD to/TO travel/VB up/IN there/RB to/IN Knox/NNP quite/RB a/DT bit/NN ,/,","{C And } he used to travel up there to Knox quite a bit, /"
b,A,Yeah/UH ./.,Yeah. /
sd,B,"and/CC ,/, and/CC I/PRP even/RB did/VBD once/RB when/WRB I/PRP was/VBD a/DT child/NN ,/,","[ {C and, } + {C and } ] I even did once when I was a child, /"
ba,A,"Oh/UH ,/, for/IN heaven/NN 's/POS sake/NN ./.","{F Oh, } for heaven's sake. /"
%,B,"you/PRP know/VBP ,/, so/RB ,/,","{D you know, } {C so, } -/"
sd,A,"Well/UH ,/, we/PRP only/RB live/VBP probably/RB about/RB fifteen/CD ,/, twenty/CD miles/NNS from/IN Knox/NNP ./.","{D Well, } we only live probably about fifteen, twenty miles from Knox. /"
bh,B,"Oh/UH ,/, really/UH ?/.","{F Oh, } really? /"
ny,A,"Yeah/UH ,/,","Yeah, /"
ny,A,uh-huh/UH ./.,uh-huh. /
b,B,"Yeah/UH ,/,","Yeah, /"
%,B,"we/PRP ,/,","we, - /"
sd,B,I/PRP was/VBD looking/VBG through/IN our/PRP$ photo/NN album/NN not/RB long/JJ ago/RB,I was looking through our photo album not long ago /
sd,B,"and/CC they/PRP had/VBD ,/,","{C and } they [ had, +"
x,A,,<Laughter>.
+,B,had/VBD some/DT pictures/NNS and/CC things/NNS in/IN there/RB of/IN Knox/NNP ./.,had ] some pictures and things in there of Knox. /
ba,A,"I/PRP 'll/MD be/VB darn/JJ ,/,","I'll be darn, /"
b,A,yeah/UH ./.,yeah. /
sd,B,"But/CC ,/, uh/UH ,/, I/PRP guess/VBP that/DT 's/BES about/RB it/PRP ,/, you/PRP know/VBP ,/, as/RB far/RB as/IN what/WP goes/VBZ on/IN that/WDT I/PRP know/VBP about/IN ./.","{C But, } {F uh, } I guess that's about it, {D you know, } as far as what goes on that I know about. /"
b,A,"Uh-huh/UH ,/,","Uh-huh, /"
b,A,uh-huh/UH ./.,uh-huh. /
sv,A,I/PRP think/VBP people/NNS are/VBP getting/VBG more/RBR interested/JJ,I think people are getting more interested /
sv,A,and/CC they/PRP are/VBP more/RBR concerned/JJ ./.,{C and } they are more concerned. /
sv,A,"And/CC we/PRP 're/VBP just/RB ,/, we/PRP 're/VBP just/RB real/RB concerned/JJ about/IN this/DT incinerator/NN because/IN we/PRP really/RB ,/, they/PRP want/VBP to/TO put/VB it/PRP right/RB in/IN ,/, uh/UH ,/, in/IN between/IN two/CD of/IN our/PRP$ main/JJ water/NN sheds/NNS that/WDT feed/VBP the/DT Clarion/NNP Ri-/NNP ,/, River/NNP ./.","{C And } [ we're just, + we're just ] real concerned about this incinerator because [ we really, + ] they want to put it right [ in, + {F uh, } in ] between two of our main water sheds that feed the Clarion [ Ri-, + River. ] /"
%,B,Um/UH ./.,{F Um. } /
sd,A,"And/CC ,/, uh/UH ,/, we/PRP ,/, we/PRP just/RB ,/, we/PRP just/RB do/VBP n't/RB want/VB it/PRP anyplace/RB ./.","{C And, } {F uh, } [ [ we, + we ] just, + we just ] don't want it anyplace <laughter>. /"
sd,A,"We/PRP feel/VBP that/IN we/PRP ,/, that/IN they/PRP should/MD give/VB businesses/NNS more/JJR incentives/NNS to/TO do/VB more/JJR recycling/NN and/CC more/JJR reduction/NN and/CC ,/, and/CC more/JJR reuse/NN and/CC all/PDT those/DT things/NNS that/WDT could/MD be/VB done/VBN ./.","We feel [ that we, + that they ] should give businesses more incentives to do more recycling and more reduction [ and, + and ] more reuse and all those things that could be done. /"
b,B,Yeah/UH ./.,Yeah. /
sv,A,"We/PRP ,/, we/PRP just/RB do/VBP n't/RB think/VB ,/, we/PRP do/VBP n't/RB think/VB some/DT of/IN the/DT politicians/NNS are/VBP really/RB interested/JJ in/IN our/PRP$ best/JJS interests/NNS ./.","[ [ We, + we ] just don't think, + we don't think ] some of the politicians are really interested in our best interests. /"
b,B,Yeah/UH,Yeah /
%,B,"that/DT 's/BES ,/,","that's, -/"
sv,A,"And/CC ,/, uh/UH ,/, it/PRP 's/HVS ,/, it/PRP 's/HVS been/VBN a/DT real/JJ struggle/NN and/CC a/DT hardship/NN for/IN a/DT lot/NN of/IN people/NNS in/IN our/PRP$ area/NN that/WDT we/PRP 've/VBP ,/, have/VBP ,/, you/PRP know/VBP ,/, have/VBP been/VBN fighting/VBG against/IN this/DT thing/NN in/IN trying/VBG to/TO have/VB things/NNS changed/VBN ,/,","{C And, } {F uh, } [ it's, + it's ] been a real struggle and a hardship for a lot of people in our area that we've, [ have, + {D you know, } have ] been fighting against this thing in trying to have things changed,"
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,"to/TO make/VB them/PRP more/JJR ,/, more/JJR right/JJ ,/,","to make them [ more, + more ] right, /"
%,A,"but/CC ,/, uh/UH ,/,","{C but, } {F uh, } -/"
sv,B,"Well/UH ,/, I/PRP think/VBP probably/RB more/JJR people/NNS ,/, you/PRP know/VBP ,/, would/MD participate/VB if/IN they/PRP just/RB made/VBD it/PRP a/DT little/RB easier/JJR ,/,","{D Well, } I think probably more people, {D you know, } would participate if they just made it a little easier, /"
b,A,Uh-huh/UH ./.,Uh-huh. /
