act_tag,speaker,pos,text
sv,B,"and/CC ,/, you/PRP know/VBP ,/, we/PRP 're/VBP paying/VBG almost/RB eight/CD percent/NN sales/NNS tax/NN ,/, right/RB now/RB ./. Which/WDT seems/VBZ to/IN me/PRP nuts/JJ ./.","{C and, } {D you know, } we're paying almost eight percent sales tax, right now. Which seems to me nuts. /"
sd,B,I/PRP came/VBD from/IN California/NNP,I came from California /
sd,B,"and/CC ,/, you/PRP know/VBP ,/, when/WRB I/PRP left/VBD there/RB ,/, we/PRP paid/VBD six/CD cents/NNS on/IN the/DT dollar/NN ,/,","{C and, } {D you know, } when I left there, we paid six cents on the dollar, /"
sd,B,and/CC that/DT was/VBD like/UH one/NN of/IN the/DT highest/JJS in/IN the/DT nation/NN ./.,{C and } that was {D like } one of the highest in the nation. /
b,A,Right/UH ./.,Right. /
sd,A,I/PRP think/VBP it/PRP 's/BES seven/CD here/RB ./.,I think it's seven here. /
b,B,Yeah/UH ./.,Yeah. /
sd,A,Seven/CD point/NN something/NN ./.,Seven point something. /
b,B,Yeah/UH ./.,Yeah. /
sd,B,Ourselves/PRP is/VBZ seven/CD point/NN seven/CD five/CD ./.,Ourselves is seven point seven five. /
b,A,Huh-uh/UH ./.,Huh-uh. /
sd,B,Whole/JJ state/NN ./.,Whole state. /
b,A,Yeah/UH ./.,Yeah <laughter>. /
sd,B,It/PRP drives/VBZ me/PRP crazy/JJ ./.,It drives me crazy. /
sv,B,"I/PRP 'm/VBP thinking/VBG ,/, you/PRP know/VBP ,/, everybody/NN is/VBZ sitting/VBG here/RB screaming/VBG about/IN ,/, we/PRP do/VBP n't/RB want/VB a/DT state/NN income/NN tax/NN ,/,","I'm thinking, {D you know, } everybody is sitting here screaming about, we don't want a state income tax, /"
sv,B,but/CC yet/RB they/PRP allow/VBP the/DT sales/NNS tax/NN to/TO go/VB up/RB and/CC up/RB and/CC up/RB and/CC up/RB,{C but } yet they allow the sales tax to go up and up and up and up /
sv,B,and/CC they/PRP do/VBP n't/RB do/VB anything/NN about/IN it/PRP ./.,{C and } they don't do anything about it.
aa,A,Right/UH ./.,Right. /
+,B,You/PRP know/VBP ./.,{D You know. } /
qw,A,Where/WRB are/VBP you/PRP at/IN ?/.,Where are you at? /
qw,A,What/WDT state/NN ?/.,What state? /
sd,B,"I/PRP 'm/VBP in/IN Lubbock/NNP ,/, Texas/NNP ./.","I'm in Lubbock, Texas. /"
bh,A,"Oh/UH ,/, really/UH ./.","{F Oh, } really. /"
ny,B,Yeah/UH ./.,Yeah. /
b,A,Yeah/UH ./.,Yeah. /
%,A,"There/EX 's/BES ,/,","There's, - /"
sd,A,"we/PRP 're/VBP still/RB ,/, we/PRP 're/VBP still/RB one/CD of/IN few/JJ that/WDT do/VBP n't/RB have/VB the/DT ,/, uh/UH ,/, state/NN tax/NN MUMBLEx/XX ./.","[ we're still, + we're still ] one of few that don't have the, {F uh, } state tax (( )) . /"
aa,B,That/DT 's/BES true/JJ ./.,That's true. /
sd,B,"And/CC I/PRP did/VBD pay/VB state/NN tax/NN in/IN California/NNP ,/,","{C And } I did pay state tax in California, /"
ba,B,"but/CC my/PRP$ goodness/UH ,/,","{C but } my goodness, /"
%,B,"that/DT ,/, that/DT ,/,","[ that, + that, ] - /"
sv,B,"the/DT ,/, what/WP did/VBD you/PRP call/VB it/PRP ,/, the/DT sales/NNS tax/NN ,/, is/VBZ just/RB getting/VBG outrageous/JJ to/TO pay/VB ./.","[ the, + what did you call it, the ] sales tax, is just getting outrageous to pay. /"
aa,A,Yeah/UH ./.,Yeah. /
aa,A,That/DT 's/BES true/JJ ./.,That's true. /
sv,B,You/PRP do/VBP n't/RB sound/VB like/IN you/PRP 're/VBP from/IN Dallas/NNP ./.,You don't sound like you're from Dallas. /
qw,B,"Where/WRB do/VBP you/PRP ,/, do/VBP you/PRP come/VB from/IN originally/RB","Where [ do you, + do you ] come from originally /"
qy,B,Texas/NNP ?/.,Texas? /
ny,A,Yeah/UH ./.,Yeah. /
sd,A,I/PRP do/VBP ./.,I do. /
sd,A,"I/PRP 've/VBP lived/VBN in/IN ,/, in/IN the/DT Dallas/NNP area/NN here/RB since/IN I/PRP was/VBD like/IN four/CD ./.","I've lived [ in, + in ] the Dallas area here since I was like four. /"
bk,B,"Oh/UH ,/, okay/UH ./.","{F Oh, } okay. /"
sv,A,"So/UH ./. Uh/UH ,/, it/PRP 's/BES ,/, I/PRP do/VBP n't/RB know/VB ,/, an/DT urban/JJ area/NN ,/, I/PRP guess/VBP","{D So. } {F Uh, } it's, I don't know, an urban area, I guess /"
"fo_o_fw_""_by_bc",A,whatever/WDT ./.,whatever. /
sd,A,I/PRP do/VBP n't/RB know/VB ./.,I don't know. /
qy^d,B,"You/PRP just/RB ,/, you/PRP just/RB managed/VBD to/TO escape/VB the/DT real/JJ Texan/NN accent/NN ,/,","[ You just, + you just ] managed to escape the real Texan accent, /"
ny,A,Yeah/UH ./.,Yeah. /
sv,B,I/PRP thought/VBD maybe/RB you/PRP had/VBD come/VBN from/IN somewhere/RB else/RB and/CC had/VBD some/DT experience/NN with/IN taxes/NNS there/RB ./.,I thought maybe you had come from somewhere else and had some experience with taxes there. /
ar,A,No/UH ./.,No. /
ar,A,No/UH ./.,No. /
sd,A,"I/PRP 've/VBP just/RB lived/VBN here/RB ,/,","I've just lived here, /"
b,B,Yeah/UH ./.,Yeah. /
%,A,"But/CC ,/, I/PRP do/VBP n't/RB know/VB ,/,","{C But, } I don't know, /"
%,A,"I/PRP do/VB ,/,","I do, /"
sd,A,"I/PRP can/MD think/VB of/IN all/PDT the/DT biblical/JJ things/NNS about/IN it/PRP ,/, too/RB ./.","I can think of all the biblical things about it, too. /"
%,A,"Where/WRB ,/, what/WP did/VBD they/PRP say/VB to/IN ,/, uh/UH ,/,","[ Where, + what ] did they say to, {F uh, } - /"
sd,A,I/PRP ca/MD n't/RB think/VB of/IN the/DT scripture/NN ./.,I can't think of the scripture. /
^q,A,Render/VB unto/IN Caesar/NNP 's/POS what/WP is/VBZ Caesar/NNP 's/POS ./.,Render unto Caesar's what is Caesar's. / *[[listen]]
aa,B,That/DT 's/BES right/JJ ./.,That's right. /
sd,A,"So/UH ,/, you/PRP know/VBP ,/, even/RB ,/, even/RB in/IN the/DT story/NN where/WRB they/PRP had/VBD to/TO pay/VB the/DT taxes/NNS ,/, the/DT disciples/NNS ,/,","{D So, } {D you know, } [ even, + even ] in the story where they had to pay the taxes, the disciples,"
b,B,Yeah/UH ./.,Yeah. /
+,A,"and/CC ,/, uh/UH ,/, Jesus/NNP said/VBD the/DT money/NN in/IN the/DT fish/NN 's/POS mouth/NN or/CC in/IN the/DT fisher/NN ,/, inside/IN the/DT fish/NN ./.","and, {F uh, } Jesus said the money in the fish's mouth or in the fisher, inside the fish. /"
sd,A,"And/CC ,/, uh/UH ,/, I/PRP thought/VBD of/IN those/DT two/CD things/NNS when/WRB I/PRP was/VBD ,/, I/PRP was/VBD holding/VBG for/IN a/DT long/JJ time/NN ./.","{C And, } {F uh, } I thought of those two things when [ I was, + I was ] holding for a long time. /"
qy,B,"Oh/UH ,/, were/VBD you/PRP really/RB ,/,","{F Oh, } were you really,"
ny,A,Yeah/UH ./.,Yeah. /
+,B,trying/VBG to/TO find/VB someone/NN at/IN home/NN ?/.,trying to find someone at home? /
ny,A,Yeah/UH ./.,Yeah. /
sd,B,"Well/UH ,/, you/PRP know/VBP ,/, um/UH ,/, back/RB then/RB what/WP they/PRP tried/VBD to/TO do/VB ,/, you/PRP know/VBP ,/,","{D Well, } {D you know, } {F um, } back then what they tried to do, {D you know, } - /"
sd,B,"the/DT MUMBLEx/XX would/MD always/RB try/VB to/TO stump/VB Jesus/NNP ,/, try/VB to/TO give/VB him/PRP something/NN that/WDT would/MD contradict/VB himself/PRP ,/,","the (( )) would always try to stump Jesus, try to give him something that would contradict himself, /"
b,A,Right/UH ./.,Right. /
sd,B,And/CC so/RB that/DT 's/BES what/WP they/PRP were/VBD trying/VBG to/TO do/VB with/IN the/DT tax/NN situation/NN ./.,{C And so } that's what they were trying to do with the tax situation. /
sd,B,"And/CC ,/, of/IN course/NN ,/, that/DT 's/BES when/WRB he/PRP said/VBD well/UH you/PRP render/VBP unto/IN Caesar/NNP 's/POS what/WP is/VBZ Caesar/NNP 's/POS ,/,","{C And, } of course, that's when he said well you render unto Caesar's what is Caesar's, /"
^q,B,you/PRP render/VBP unto/IN God/NNP what/WP is/VBZ God/NNP 's/POS ./.,you render unto God what is God's. /
b,A,Right/UH ./.,Right. /
%,B,"And/CC ,/, uh/UH ,/, you/PRP know/VBP ,/, of/IN course/NN ,/, there/RB ,/,","{C And, } {F uh, } {D you know, } of course, there, - /"
sv,B,"I/PRP do/VBP n't/RB think/VB they/PRP really/RB cared/VBD about/IN the/DT answer/NN ,/,","I don't think they really cared about the answer, /"
b,A,Right/UH ./.,Right. /
sv,B,they/PRP just/RB wanted/VBD to/TO try/VB and/CC catch/VB him/PRP in/IN something/NN ./.,they just wanted to try and catch him in something <laughter>. /
b,A,Yeah/UH ./.,Yeah. /
sv,B,"But/CC ,/, but/CC I/PRP believe/VBP in/IN paying/VBG taxes/NNS","[ {C But, } + {C but } ] I believe in paying taxes /"
%,B,"and/CC ,/, I/PRP mean/VBP ,/, yeah/UH ,/,","{C and, } {E I mean, } yeah, /"
sd,B,"like/UH everybody/NN else/RB ,/, I/PRP try/VBP to/TO take/VB as/RB many/JJ deductions/NNS as/IN I/PRP can/MD ,/,","like everybody else, I try to take as many deductions as I can, /"
ba,A,"Oh/UH ,/, sure/UH ./.","{F Oh, } sure. /"
sd,B,"MUMBLEx/XX you/PRP know/VBP ,/, I/PRP do/VBP n't/RB want/VB to/TO pay/VB more/JJR than/IN I/PRP have/VBP to/TO ,/,","(( )) {D you know, } I don't want to pay more than I have to, /"
ba,A,Sure/UH ./.,Sure. /
sv,B,"And/CC I/PRP get/VBP outraged/JJ when/WRB I/PRP feel/VBP like/IN they/PRP go/VBP up/RB for/IN useless/JJ reasons/NNS ,/,","{C And } I get outraged when I feel like they go up for useless reasons, /"
sv,B,but/CC I/PRP believe/VBP that/IN they/PRP 're/VBP necessary/JJ ./.,{C but } I believe that they're necessary. /
b,A,Right/UH ./.,Right. /
sd,B,"So/RB ,/, I/PRP really/RB do/VBP ,/,","{D So, } I really do, /"
b,A,Yeah/UH,Yeah /
%,A,"are/VBP ,/,","are, -/"
qy,B,"Do/VBP you/PRP ,/, do/VBP you/PRP deal/VB with/IN taxes/NNS much/RB in/IN what/WP you/PRP do/VBP when/WRB you/PRP work/VBP","[ Do you, + do you ] deal with taxes much in what you do when you work /"
%,B,"or/CC ,/,","{C or, } -/"
nn,A,"No/UH ,/,","No, /"
sd,A,not/RB really/RB ./.,not really. /
sd,A,"I/PRP 've/VBP ,/, I/PRP spends/VBZ a/DT lot/NN of/IN time/NN with/IN our/PRP$ income/NN tax/NN ,/, though/RB ./. This/DT ,/, especially/RB ,/, this/DT year/NN and/CC last/JJ year/NN ./.","[ I've, + I ] spends a lot of time with our income tax, though. [ This, + especially, this ] year and last year. /"
sd,A,"Um/UH ,/, I/PRP have/VBP been/VBN married/VBN for/IN just/RB a/DT few/JJ years/NNS ,/,","{F Um, } I have been married for just a few years, /"
sd,A,"so/RB I/PRP 've/VBP had/VBN to/TO really/RB switch/VB around/RP from/IN the/DT E/NNP Z/NNP form/NN to/IN the/DT ,/, uh/UH ,/,","{C so } I've had to really switch around from the E Z form to the, {F uh, } -/"
^2,B,Schedule/NNP A/NNP ./.,Schedule A /
aa,A,Right/UH ./.,Right <laughter>. /
b,B,"Well/UH ,/, yeah/UH ./.","{D Well, } yeah. /"
sd,A,All/PDT the/DT deductions/NNS and/CC all/DT that/DT ./.,All the deductions and all that. /
qy,B,"Did/VBD you/PRP notice/VB that/IN when/WRB they/PRP passed/VBD the/DT new/JJ simplified/JJ tax/NN act/NN ,/, it/PRP seemed/VBD like/IN it/PRP made/VBD everything/NN harder/JJR ?/.","Did you notice that when they passed the new simplified tax act, it seemed like it made everything harder? /"
ny,A,Yeah/UH ./.,Yeah. /
sd,A,It/PRP really/RB did/VBD ./.,It really did. /
x,B,./.,<Laughter>.
sd,A,"I/PRP ,/, I/PRP saw/VBD ,/, that/DT ,/, too/RB ./.","[ I, + I ] saw, that, too. /"
sd,B,"I/PRP did/VBD n't/RB notice/VB anything/NN simplified/JJ about/IN it/PRP ,/, except/IN that/IN they/PRP took/VBD away/RB the/DT deductions/NNS ,/,","I didn't notice anything simplified about it, except that they took away the deductions,"
b,A,Right/UH ./.,Right. /
+,B,"the/DT interest/NN and/CC ,/,","the interest and,"
b,A,Right/UH ./.,Right. /
+,B,other/JJ things/NNS ./.,other things <laughter>. /
sd,A,"We/PRP 're/VBP looking/VBG at/IN buying/VBG a/DT house/NN ,/,","We're looking at buying a house, /"
b,B,Yeah/UH ./.,Yeah. /
sd,A,And/CC that/DT was/VBD one/CD of/IN the/DT main/JJ pluses/NNS that/WDT we/PRP have/VBP about/IN buying/VBG a/DT house/NN ./.,{C And } that was one of the main pluses that we have about buying a house. /
sv,B,And/CC it/PRP will/MD help/VB tremendously/RB ./.,{C And } it will help tremendously. /
b,A,Yeah/UH ./.,Yeah. /
sd,B,We/PRP bought/VBD ours/PRP five/CD years/NNS ago/RB,We bought ours five years ago /
%,B,and/CC it/PRP 's/BES,{C and } it's - /
%,B,"the/DT one/CD thing/NN ,/,","the one thing, - /"
sv,B,it/PRP seems/VBZ like/IN you/PRP make/VBP those/DT payments/NNS every/DT month/NN,it seems like you make those payments every month /
sv,B,and/CC at/IN the/DT end/NN of/IN the/DT year/NN you/PRP 've/VBP paid/VBN all/DT interest/NN and/CC no/DT principles/NNS ./.,{C and } at the end of the year you've paid all interest and no principles. /
b,A,Right/UH ./.,Right. /
sv,B,So/UH that/DT will/MD definitely/RB help/VB in/IN taxes/NNS and/CC what/WP you/PRP will/MD get/VB back/RB ./.,{C So } that will definitely help in taxes and what you will get back. /
b,A,Yeah/UH ./.,Yeah. /
%,A,"There/EX 's/BES a/DT thing/NN I/PRP just/RB ,/,","There's a thing I just, - /"
sd,A,"I/PRP 've/VBP been/VBN trying/VBG to/TO learn/VB as/RB much/RB as/IN I/PRP can/MD about/IN it/PRP ,/,","I've been trying to learn as much as I can about it, /"
%,A,"if/IN you/PRP pay/VBP ,/,","if you pay, - /"
sd,A,"I/PRP know/VBP I/PRP get/VBP paid/VBN twice/RB a/DT month/NN ,/, every/DT two/CD weeks/NNS ,/,","I know I get paid twice a month, every two weeks, /"
b,B,Huh-uh/CD ./.,Huh-uh. /
sd,A,that/DT 's/BES once/RB a/DT month/NN ./.,that's once a month. /
b,B,Huh-uh/UH ./.,Huh-uh. /
sd,A,"Well/UH ,/, I/PRP get/VBP twenty/CD six/CD paychecks/NNS ,/,","{D Well, } I get twenty six paychecks,"
aa,B,That/DT 's/BES right/JJ ./.,That's right. /
+,A,which/WDT would/MD come/VB out/RP to/TO be/VB in/IN thirteen/CD months/NNS ./.,which would come out to be in thirteen months. /
sv,A,"So/RB if/IN you/PRP pay/VBP your/PRP$ rent/NN or/CC your/PRP$ house/NN payment/NN every/DT two/CD weeks/NNS ,/,","{C So } if you pay your rent or your house payment every two weeks,"
b,B,Huh-uh/UH ./.,Huh-uh. /
+,A,"Instead/RB of/IN once/RB a/DT month/NN ,/, you/PRP 'll/MD come/VB out/RP paying/VBG a/DT ,/, uh/UH ,/, one/CD month/NN extra/JJ every/DT year/NN ./.","Instead of once a month, you'll come out paying [ a, + ] {F uh, } one month extra every year. /"
aa,B,That/DT 's/BES right/JJ ./.,That's right. /
sv,A,"And/CC it/PRP will/MD ,/, if/IN have/VBP you/PRP a/DT thirty/CD year/NN note/NN ,/, it/PRP will/MD take/VB like/IN seven/CD or/CC plus/JJ years/NNS off/IN of/IN your/PRP$ note/NN ./.","{C And } [ it will, + if have you a thirty year note, it will ] take like seven or plus years off of your note. /"
aa,B,That/DT 's/BES right/JJ ./.,That's right. /
sd,B,"My/PRP$ parents/NNS ,/, uh/UH ,/, bought/VBD a/DT home/NN in/IN San/NNP Diego/NNP about/RB four/CD or/CC five/CD years/NNS ago/RB ,/,","My parents, {F uh, } bought a home in San Diego about four or five years ago, /"
x,A,./.,<Throat_clearing>.
sd,B,And/CC they/PRP did/VBD that/DT ./.,{C And } they did that. /
sd,B,"They/PRP thought/VBD their/PRP$ payment/NN was/VBD automatically/RB taken/VBN out/RP like/IN every/DT other/JJ Wednesday/NNP ,/,","They thought their payment was automatically taken out like every other Wednesday, /"
b,A,"Oh/UH ,/, yeah/UH ./.","{F Oh, } yeah. /"
aa,B,And/CC that/DT 's/BES exactly/RB right/JJ ./.,{C And } that's exactly right. /
%,B,"Everyone/NN ,/,","Everyone, - /"
sd,B,"though/IN the/DT note/NN is/VBZ thirty/CD years/NNS ,/, she/PRP said/VBD it/PRP 's/BES going/VBG be/VB paid/VBN off/RP in/IN twenty/CD or/CC twenty/CD one/CD years/NNS ,/,","though the note is thirty years, she said it's going be paid off in twenty or twenty one years,"
b,A,Right/UH ./.,Right. /
+,B,or/CC something/NN like/IN that/DT ./.,or something like that. /
b,A,Yeah/UH ./.,Yeah. /
sd,B,"Just/RB because/IN of/IN exactly/RB what/WP you/PRP said/VBD ,/,","Just because of exactly what you said, /"
b,A,Right/UH ./.,Right. /
sd,B,You/PRP 're/VBP making/VBG one/CD more/JJR month/NN 's/POS payment/NN every/DT year/NN ./.,You're making one more month's payment every year. /
sd,A,"And/CC that/DT 's/BES going/VBG on/IN the/DT principle/NN ,/,","{C And } that's going on the principle, /"
sd,A,"it/PRP does/VBZ n't/RB pay/VB any/DT interest/NN ,/,","it doesn't pay any interest, /"
b,B,Yeah/UH ./.,Yeah. /
sd,A,"or/CC ,/,","{C or, }"
+,A,usually/RB it/PRP does/VBZ n't/RB ./.,usually it doesn't. /
+,B,That/DT 's/BES a/DT good/JJ way/NN to/TO do/VB it/PRP ./.,That's a good way to do it. / *[[ba]]
b,A,Yeah/UH ./.,Yeah. /
sd,B,"And/CC when/WRB we/PRP bought/VBD this/DT house/NN ,/, we/PRP looked/VBD at/IN doing/VBG a/DT fifteen/CD year/NN note/NN ,/, because/IN it/PRP added/VBD more/JJR to/IN the/DT payment/NN ,/,","{C And } when we bought this house, we looked at doing a fifteen year note, because it added more to the payment,"
b,A,Huh-uh/UH ./.,Huh-uh. /
+,B,"but/CC not/RB significant/JJ amounts/NNS ,/, you/PRP know/VBP ,/,","but not significant amounts, {D you know, } /"
sv,B,it/PRP was/VBD a/DT good/JJ payoff/NN for/IN being/VBG able/JJ to/TO pay/VB it/PRP off/RP sooner/RB ./.,it was a good payoff for being able to pay it off sooner. /
aa,A,Right/UH ./.,Right. /
sd,A,"That/DT 's/BES what/WP we/PRP 're/VBP looking/VBG at/IN ,/, fifteen/CD or/CC maybe/RB twenty/CD ./.","That's what we're looking at, fifteen or maybe twenty. /"
b,B,Yeah/UH ./.,Yeah. /
sd,A,We/PRP 're/VBP not/RB going/VBG to/TO go/VB longer/RB than/IN twenty/CD ./.,We're not going to go longer than twenty. /
b,B,Yeah/UH ./.,Yeah. /
sd,A,"But/CC ,/, we/PRP 're/VBP taking/VBG our/PRP$ time/NN ./.","{C But, } we're taking our time. /"
sd,A,We/PRP 're/VBP going/VBG to/TO try/VB to/TO make/VB our/PRP$ decision/NN by/IN July/NNP ./.,We're going to try to make our decision by July. /
ba,B,"Well/UH ,/, that/DT 's/BES good/JJ ,/, though/RB ./.","{D Well, } that's good, though. /"
sd,A,"Well/UH ,/, we/PRP just/RB started/VBD two/CD or/CC three/CD weeks/NNS ago/RB ./.","{D Well, } we just started two or three weeks ago. /"
b,B,Yeah/UH ./.,Yeah. /
sd,A,And/CC we/PRP 're/VBP not/RB going/VBG to/TO just/RB kill/VB ourselves/PRP,{C And } we're not going to just kill ourselves /
sd,A,just/RB two/CD or/CC three/CD houses/NNS a/DT week/NN at/IN the/DT most/JJS ./.,just two or three houses a week at the most. /
ba,B,"Well/UH ,/, that/DT 's/BES good/JJ ,/, though/RB ./.","{D Well, } that's good, though. /"
aa,A,Yeah/UH ./.,Yeah. /
qy,B,Is/VBZ it/PRP kind/RB of/RB a/DT buyer/NN 's/POS market/NN down/IN there/RB ?/.,Is it kind of a buyer's market down there? /
na,A,Absolutely/RB ./.,Absolutely. /
ny,A,Yeah/UH ./.,Yeah. /
ba,B,"Well/UH ,/, that/DT 's/BES good/JJ ./.","{D Well, } that's good. /"
sd,A,Credit/NN union/NN has/VBZ nine/CD percent/NN interest/NN ./.,Credit union has nine percent interest. /
ba,B,That/DT 's/BES pretty/RB excellent/JJ ./.,That's pretty excellent. /
aa,A,Yeah/UH ./.,Yeah. /
%,A,"So/IN that/DT 's/BES ,/,","{C So } that's, - /"
%,A,"I/PRP do/VBP n't/RB know/VB ,/,","I don't know, /"
sd,A,we/PRP could/MD n't/RB think/VB of/IN a/DT better/JJR time/NN to/TO buy/VB than/IN now/RB ./.,we couldn't think of a better time to buy than now. /
ba,B,That/DT 's/BES good/JJ ./.,That's good. /
fc,A,"But/CC ,/, anyway/RB ./. Well/UH ,/, um/UH ,/, I/PRP ca/MD n't/RB think/VB of/IN a/DT whole/JJ lot/NN more/JJR to/TO say/VB ./.","{C But, } anyway. {D Well, } {F um, } I can't think of a whole lot more to say. /"
fc,B,"Well/UH ,/, I/PRP ca/MD n't/RB either/RB ./.","{D Well, } I can't either. /"
fc,B,"I/PRP appreciate/VBP the/DT call/NN ,/, though/RB ./.","I appreciate the call, though. /"
fc,A,Yeah/UH ./.,Yeah. /
fc,A,"Me/PRP ,/, too/RB ./.","Me, too. /"
fc,B,I/PRP enjoyed/VBD talking/VBG to/IN you/PRP ./.,I enjoyed talking to you. /
fc,A,"Yeah/UH ,/,","Yeah, /"
fc,A,same/JJ here/RB ./.,same here. /
fc,A,"My/PRP$ wife/NN ,/, uh/UH ,/, she/PRP went/VBD to/TO ,/, uh/UH ,/, the/DT school/NN out/IN there/RB in/IN Lubbock/NNP ./.","My wife, {F uh, } she went to, {F uh, } the school out there in Lubbock. /"
qy,B,In/IN Lubbock/NNP ?/.,In Lubbock? /
