act_tag,speaker,pos,text
aa,B,I/PRP guess/VBP ./.,I guess. /
+,A,"--/: and/CC that/DT ,/, that/DT 's/BES about/RB all/DT he/PRP had/VBD going/VBG for/IN him/PRP ./. Or/CC still/RB has/VBZ ,/, for/IN that/DT matter/NN ./.","-- {C and } ] [ that + <laughter>, that's ] about all he had going for him. Or still has, for that matter. /"
^2,B,"That/DT ,/, and/CC a/DT marvelous/JJ hairdo/NN ./.","That, and a marvelous hairdo. /"
aa,A,"Oh/UH ,/, yeah/UH ./.","{D Oh, } yeah. /"
x,B,./.,<Laughter>.
aa,A,"Yeah/UH ,/,","Yeah, /"
sv,A,"I/PRP 'm/VBP sure/JJ that/DT ,/, that/DT so/VBD ,/, that/DT sold/VBD a/DT lot/NN for/IN him/PRP ./.","I'm sure [ [ that, + that so-, ] + that sold ] a lot for him. /"
sv,A,"That/DT 's/BES all/DT you/PRP really/RB need/VBP for/IN a/DT lot/NN of/IN ,/, lot/NN of/IN pop/NN ./.","That's all you really need for a [ lot of, + lot of ] pop. /"
sd,A,"I/PRP 'm/VBP ki-/RB ,/, I/PRP 've/VBP kind/RB of/RB like/UH developed/VBN a/DT ,/, a/DT short/JJ hatred/NN for/IN ,/, for/IN pop/NN ./.","[ I'm ki-, + I've kind ] of {D like } developed [ a, + a ] short hatred [ for, + for ] pop. /"
x,B,./.,<Laughter>.
sv,A,"It/PRP just/RB seems/VBZ like/IN there/EX 's/BES no/DT ,/, no/DT real/JJ point/NN ./.","It just seems like there's [ no, + no ] real point. /"
sv,A,"You/PRP hear/VBP the/DT same/JJ ,/, same/JJ tune/NN over/RB and/CC over/RB again/RB --/:","You hear the [ same, + same ] tune over and over again --"
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,--/: in/IN a/DT thousand/CD guises/NNS,-- in a thousand guises /
%,A,"and/CC ,/,","{C and, } -/"
sd,B,"Well/UH ,/, i-/PRP ,/, it/PRP 's/BES interesting/JJ because/IN you/PRP were/VBD ,/, you/PRP were/VBD saying/VBG that/IN you/PRP liked/VBD classical/JJ music/NN --/:","{D Well, } [ i-, + it's ] interesting because [ you were, + you were ] saying that you liked classical music -- /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"--/: and/CC I/PRP like/VBP a/DT lot/NN of/IN classical/JJ music/NN ,/,","-- {C and } I like a lot of classical music, /"
sd,B,"but/CC I/PRP also/RB dislike/VBP ,/, uh/UH ,/, some/DT classical/JJ music/NN ,/,","{C but } I also dislike, {F uh, } some classical music, /"
sd,B,"and/CC what/WP gets/VBZ me/PRP even/RB more/RBR is/VBZ the/DT attitude/NN of/IN people/NNS who/WP are/VBP really/RB into/IN classical/JJ music/NN ,/,","{C and } what gets me even more is the attitude of people who are really into classical music,"
x,A,./.,<Laughter>.
+,B,"and/CC feel/VBP that/IN if/IN ,/, if/IN it/PRP 's/BES not/RB seventy/CD five/CD years/NNS old/JJ ,/, it/PRP has/VBZ n't/RB stood/VBN the/DT test/NN of/IN time/NN ./.","and feel that [ if, + if ] it's not seventy five years old, it hasn't stood the test of time. /"
b,A,"Yeah/UH ,/,","<Laughter> Yeah, /"
sv,A,"I/PRP can/MD ,/, I/PRP can/MD believe/VB that/DT ./.","[ I can, + I can ] believe that. /"
qw,A,"What/WDT kind/NN of/IN things/NNS are/VBP you/PRP ,/, do/VBP you/PRP like/VB in/IN classical/JJ ?/.","What kind of things [ are you, + do you ] like in classical? /"
qo,A,What/WP 's/BES the/DT --/:,What's the --
%,B,"Uh/UH ,/,","{F Uh, } /"
+,A,--/: standard/JJ ?/.,-- standard? /
^h,B,"Stuff/NN that/WDT I/PRP like/VBP ,/,","Stuff that I like, /"
sd,B,"uh/UH ,/, I/PRP like/VBP Bach/NNP ./.","{F uh, } I like Bach. /"
sd,B,I/PRP tolerate/VBP Vivaldi/NNP ./.,I tolerate Vivaldi. /
sd,B,"I/PRP ca/MD n't/RB ,/,","I can't,"
x,A,./.,<Laughter>.
+,B,"stand/VB ,/, uh/UH ,/, uh/UH ,/, Debussy/NNP or/CC Debussy/NNP ./.","stand, {F uh, } {F uh, } Debussy or Debussy <<pronounced different ways>> <laughter>. /"
x,A,./.,<Laughter>.
sd,B,"Uh/UH ,/, uh/UH ,/, I/PRP like/VBP Tchaikovsky/NNP ./.","{F Uh, } {F uh, } I like Tchaikovsky. /"
sd,B,"He/PRP can/MD make/VB a/DT lot/NN of/IN noise/NN when/WRB he/PRP 's/BES ,/, uh/UH ,/, so/RB inclined/JJ ./.","He can make a lot of noise when he's, {F uh, } so inclined. /"
aa,A,"Oh/UH ,/, yes/UH ./.","{F Oh, } yes. /"
h,B,"Uh/UH ,/, and/CC some/DT of/IN ,/, some/DT stuff/NN that/WDT I/PRP like/VBP ,/, uh/UH ,/,","{F Uh, } {C and } [ some of, + some ] stuff that I like, {F uh, } - /"
sd,B,"for/IN instance/NN ,/, Frank/NNP Zappa/NNP has/VBZ done/VBN a/DT fair/JJ amount/NN of/IN orchestral/JJ composition/NN --/:","for instance, Frank Zappa has done a fair amount of orchestral composition -- /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sv,B,"--/: and/CC that/DT 's/BES interesting/JJ music/NN ,/,","-- {C and } that's interesting music, /"
x,A,./.,<Cough> <<someone else in the room>>.
sv,B,"but/CC it/PRP would/MD not/RB get/VB performed/VBN by/IN any/DT ,/, uh/UH ,/, municipally/RB funded/VBN ,/, uh/UH ,/, philharmonic/NN ,/,","{C but } it would not get performed by any, {F uh, } municipally funded, {F uh, } philharmonic,"
x,A,./.,<Laughter>.
+,B,"uh/UH ,/, just/RB because/IN ,/, number/NN one/CD ,/, it/PRP 's/BES Frank/NNP Zappa/NNP and/CC he/PRP 's/BES weird/JJ ,/, number/NN two/CD ,/, is/VBZ n't/RB he/PRP still/RB alive/JJ ./.","{F uh, } just because, number one, it's Frank Zappa and he's weird, number two, isn't he still alive. /"
^q,B,"You/PRP know/VBP ,/, we/PRP 're/VBP ,/, we/PRP 're/VBP ,/,","{D You know, } [ we're, + we're, ]"
x,A,./.,<Laughter>.
+,B,"much/RB better/RB off/RP playing/VBG ,/, uh/UH ,/, Beethoven/NN 's/POS ninth/JJ ,/,","much better off playing, {F uh, } Beethoven's ninth, /"
^q,B,"that/DT 's/BES right/JJ ,/, you/PRP know/VBP ,/,","that's right, {D you know, } /"
^q,B,"w-/PRP ,/, we/PRP 'll/MD do/VB ,/, we/PRP 'll/MD do/VB the/DT ninth/JJ","[ [ w-, + we'll do, ] + we'll do ] the ninth /"
^q,B,and/CC everyone/NN will/MD know/VB it/PRP and/CC --/:,{C and } everyone will know it [ and -- +
^2,A,It/PRP 's/BES safe/JJ ./.,It's safe. /
+,B,--/: and/CC hum/VB it/PRP,-- and ] hum it /
sd,B,"and/CC i-/PRP ,/, it/PRP ,/, it/PRP just/RB is/VBZ n't/RB chance/NN taking/VBG enough/RB for/IN me/PRP ./.","{C and } [ [ i-, + it, ] + it ] just isn't chance taking enough for me. /"
x,A,./.,<Laughter>.
sv,B,"Uh/UH ,/, I/PRP feel/VBP that/IN ,/, uh/UH ,/, that/IN ,/, that/DT music/NN should/MD take/VB chances/NNS in/IN one/CD way/NN or/CC another/DT and/CC that/DT ,/, uh/UH ,/, you/PRP know/VBP ,/, if/IN you/PRP 've/VBP heard/VBN a/DT piece/NN ,/, oh/UH ,/, a/DT hundred/CD ,/, a/DT hundred/CD times/NNS ,/,","{F Uh, } I feel [ [ that, + {F uh, } that, ] + that ] music should take chances in one way or another and that, {F uh, } {D you know, } if you've heard a piece, {F oh, } [ a hundred, + a hundred ] times, -/"
