act_tag,speaker,pos,text
qy,B,Was/VBD there/EX anything/NN there/RB to/TO begin/VB with/IN ?/.,Was there anything there to begin with? /
sv,A,"Well/UH ,/, I/PRP think/VBP ,/, I/PRP do/VBP n't/RB think/VB it/PRP would/MD be/VB good/JJ if/IN we/PRP were/VBD to/TO completely/RB lose/VB it/PRP ,/, um/UH ./.","{D Well, } [ I think, + I don't think ] it would be good if we were to completely lose it, {F um. } /"
sv,B,It/PRP was/VBD n't/RB ours/PRP$ ./.,It wasn't ours. /
aa,A,"Well/UH ,/, no/UH ,/,","{D Well, } no, /"
sv,A,"I/PRP just/RB mean/VBP that/IN ,/, that/IN ,/, the/DT world/NN in/IN general/JJ ./.","I just mean [ that, + that, ] the world in general <laughter>. /"
sv,B,"We/PRP 've/VBP got/VBN to/TO talk/VB so/IN it/PRP 's/BES just/RB ,/, just/RB as/IN well/RB we/PRP argue/VBP ./.","We've got to talk so it's [ just, + just ] as well we argue. /"
aa,A,Yeah/UH ./.,Yeah. /
h,A,"Um/UH ,/, I/PRP do/VBP n't/RB know/VB ,/,","{F Um, } I don't know, /"
sv,A,"I/PRP think/VBP we/PRP should/MD have/VB helped/VBN the/DT ,/, the/DT innocent/JJ people/NNS in/IN Iraq/NNP out/RP a/DT little/JJ bit/NN more/RBR ,/,","I think we should have helped [ the, + the ] innocent people in Iraq out a little bit more,"
aa,B,I/PRP agree/VBP ./.,I agree. /
+,A,"than/IN ,/, rather/IN than/IN just/RB quitting/VBG where/WRB we/PRP did/VBD ./.","[ than, + rather than ] just quitting where we did. /"
qy,B,Would/MD n't/RB it/PRP have/VB been/VBN wonderful/JJ if/IN we/PRP could/MD have/VB freed/VBN the/DT country/NN ./.,Wouldn't it have been wonderful if we could have freed the country. /
ny,A,Yes/UH ./.,Yes <laughter>. /
sv,A,"But/CC I/PRP think/VBP that/DT 's/BES almost/RB impossible/JJ ,/, next/RB to/IN impossible/JJ ./.","{C But } I think that's almost impossible, next to impossible. /"
b,B,Yeah/UH ./.,Yeah. /
"fo_o_fw_""_by_bc",B,So/RB other/JJ political/JJ things/NNS that/WDT 's/BES going/VBG on/RP ./.,{C So } other political things that's going on. /
sd,B,"I/PRP heard/VBD Mister/NNP Bush/NNP say/VBP ,/, excuse/NN me/PRP ,/, President/NNP Bush/NNP say/VBP that/IN he/PRP ,/, uh/UH ,/, wanted/VBD to/TO improve/VB the/DT highways/NNS ./.","I heard [ Mister Bush say, + {E excuse me, } President Bush say ] that he, {F uh, } wanted to improve the highways. /"
sd,A,"Oh/UH ,/, see/VB ,/, I/PRP have/VBP n't/RB really/RB been/VBN keeping/VBG up/RP with/IN them/PRP","{F Oh, } {D see, } I haven't really been keeping up with them /"
sd,A,so/RB I/PRP really/RB do/VBP n't/RB know/VB what/WP he/PRP said/VBD ./.,{C so } I really don't know what he said. /
x,B,,<Cough>.
qw,A,What/WP did/VBD he/PRP say/VB about/IN it/PRP ?/.,What did he say about it? /
sv,B,"Oh/UH ,/, he/PRP wanted/VBD to/TO take/VB the/DT current/JJ secondary/JJ highway/NN system/NN --/:","{F Oh, } he wanted to take the current secondary highway system --"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,--/: and/CC turn/VB it/PRP into/IN interstates/NNS like/IN the/DT rest/NN of/IN the/DT country/NN ./.,-- and turn it into interstates like the rest of the country. /
sv,A,We/PRP do/VBP n't/RB have/VB the/DT money/NN for/IN that/DT ./.,We don't have the money for that. /
qy^d,B,But/CC would/MD n't/RB it/PRP be/VB wonderful/JJ ./.,{C But } wouldn't it be wonderful. /
na,A,It/PRP would/MD be/VB really/RB nice/JJ because/IN I/PRP 'm/VBP kind/RB of/RB tired/JJ of/IN driving/VBG in/IN pot/NN holes/NNS ./.,<Laughter> It would be really nice because I'm kind of tired of driving in pot holes <laughter>. /
qy,B,"And/CC back/RB east/RB ,/,","And back east,"
x,A,,<Beep>.
+,B,"you/PRP all/DT drive/VBP at/IN fifty-five/CD ,/, do/VBP n't/RB you/PRP ?/.","you all drive at fifty-five, don't you? /"
qw,B,What/WP 's/BES that/DT ?/.,What's that? /
fa,A,"I/PRP 'm/VBP sorry/JJ ,/, I/PRP dropped/VBD the/DT phone/NN ./.","{E I'm sorry, } I dropped the phone <laughter> <noise>. /"
bk,B,"Oh/UH ,/, okay/UH ,/, um/UH ,/,","{F Oh, } okay, {F um, } /"
qy,B,I/PRP say/VBP back/RB east/RB you/PRP all/DT drive/VBP at/IN fifty-five/CD do/VBP n't/RB you/PRP ?/.,I say back east you all drive at fifty-five don't you? /
ny,A,Yeah/UH ./.,Yeah. /
sd,B,"See/VB ,/, out/IN here/RB in/IN the/DT west/NN a/DT lot/NN of/IN our/PRP$ secondary/JJ roads/NNS are/VBP fifty-five/CD --/:","{D See, } out here in the west a lot of our secondary roads are fifty-five -- /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,--/: we/PRP drive/VBP sixty-five/CD ./.,-- we drive sixty-five. /
b,A,"Oh/UH ,/, really/UH ./.","{F Oh, } really. /"
ny,B,"Oh/UH ,/, yes/UH ./.","{F Oh, } yes. /"
sd,B,"Well/UH ,/, I/PRP ,/, uh/UH ,/, last/JJ weekend/NN ,/, went/VBD home/NN to/TO visit/VB my/PRP$ parents/NNS ./.","{D Well, } I, {F uh, } last weekend, went home to visit my parents. /"
sd,B,My/PRP$ dad/NN 's/BES in/IN the/DT hospital/NN ./.,My dad's in the hospital. /
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"And/CC ,/, uh/UH ,/, between/IN here/RB and/CC west/JJ Texas/NNP ,/, there/EX was/VBD probably/RB three/CD and/CC four/CD hours/NNS at/IN sixty-five/CD miles/NNS an/DT hour/NN ./.","{C And, } {F uh, } between here and west Texas, there was probably three and four hours at sixty-five miles an hour. /"
sd,A,"Oh/UH ,/, I/PRP did/VBD n't/RB realize/VB that/DT ./.","{F Oh, } I didn't realize that. /"
sd,B,Nonstop/JJ ./.,Nonstop. /
qy,B,Have/VBP you/PRP ever/RB been/VBN out/IN here/RB ?/.,Have you ever been out here? /
nn,A,"No/UH ,/,","No, /"
nn,A,huh-uh/UH ./.,huh-uh. /
qw,B,How/WRB far/RB west/RB have/VBP you/PRP been/VBN ?/.,How far west have you been? /
sd,A,Only/RB in/IN Ohio/NNP ./.,Only in Ohio. /
qy^d,B,"Oh/UH ,/, you/PRP 've/VBP never/RB ,/,","{F Oh, } you've never,"
sd,A,I/PRP 've/VBP never/RB been/VBN past/IN Ohio/NNP ./.,I've never been past Ohio. /
+,B,You/PRP 've/VBP never/RB seen/VBN the/DT great/JJ American/JJ desert/NN ./.,You've never seen the great American desert. /
nn,A,"No/UH ,/,","No, /"
nn,A,huh-uh/UH ./.,huh-uh. /
sd,A,"I/PRP 've/VBP never/RB seen/VBN anything/NN out/IN ,/, I/PRP never/RB seen/VBD the/DT great/JJ ,/,","[ I've never seen anything out, + I never seen the ] great, - /"
sd,A,"I/PRP 've/VBP seen/VBN ,/,","I've seen, -/"
qy^d,B,The/DT Rocky/NNP Mountains/NNPS ?/.,The Rocky Mountains? /
ng,A,"I/PRP 've/VBP never/RB seen/VBN ,/,","I've never seen, - /"
sd,A,I/PRP 've/VBP seen/VBN pictures/NNS of/IN it/PRP,I've seen pictures of it /
%,A,"but/CC ,/,","{C but, } -/"
qy^d,B,Yellowstone/NNP ?/.,Yellowstone? /
ng,A,I/PRP 've/VBP never/RB been/VBN there/RB ./.,I've never been there. /
sd,A,"I/PRP 've/VBP seen/VBN pictures/NNS ,/,","I've seen pictures, /"
sd,A,"I/PRP just/RB ,/, I/PRP 'm/VBP a/DT college/NN student/NN","[ I just, + I'm a ] [ college + ] student /"
sd,A,"and/CC ,/, um/UH ,/, I/PRP 'm/VBP paying/VBG for/IN my/PRP$ own/JJ education/NN","{C and, } {F um, } I'm paying for my own education /"
sd,A,"and/CC I/PRP 'm/VBP ,/, I/PRP come/VBP from/IN a/DT large/JJ family/NN","{C and } [ I'm, + I ] come from a large family /"
sd,A,"and/CC we/PRP ,/, we/PRP we/PRP 're/VBP never/RB able/JJ to/TO take/VB vacations/NNS because/IN there/EX 's/BES ,/, there/EX 's/BES twelve/CD kids/NNS in/IN the/DT family/NN ./.","{C and } [ [ we, + we ] + we're ] never able to take vacations because [ there's, + there's ] twelve kids in the family. /"
%,B,"Uh/UH ,/,","{F Uh, } /"
%,A,"So/RB ,/,","{C So, } -/"
sd,B,"Well/UH ,/, my/PRP$ college/NN educa-/NN ,/, uh/UH ,/, thirty-six/CD ,/,","{D Well, } my college educa-, {F uh, } thirty-six, - /"
sd,B,worked/VBD for/IN Texas/NNP Instruments/NNPS for/IN seventeen/CD or/CC eighteen/CD now/RB ./.,worked for Texas Instruments for <breathing> seventeen or eighteen now. /
ba,A,"Oh/UH ,/, my/UH ./.","{F Oh, } my. /"
sd,B,"Uh/UH ,/, know/VBP ,/, virtually/JJ nothing/NN else/RB ./.","{F Uh, } {D know, } virtually nothing else. /"
b,A,Uh-huh/UH ./.,<Laughter> Uh-huh. /
b,B,"Uh/UH ,/, yeah/UH ./.","{F Uh, } yeah. /"
sd,B,"I/PRP got/VBD my/PRP$ four/CD year/NN ,/,","I [ got my four year, +"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,got/VBD my/PRP$ B/NNP S/NNP in/IN General/NNP Science/NNP ./.,got my B S ] in General Science. /
b,A,Really/UH ./.,Really. /
ny,B,"Yeah/UH ,/,","Yeah, /"
sd,B,"I/PRP know/VBP ,/,","I know, /"
sd,B,it/PRP 's/BES a/DT funny/JJ degree/NN ./.,it's a funny degree <laughter>. /
x,A,,<Laughter>.
sd,B,"Anyway/UH ,/, uh/UH ,/, I/PRP know/VBP nothing/NN other/JJ than/IN the/DT west/NN ./.","Anyway, {F uh, } I know nothing other than the west. /"
b,A,Yeah/UH ./.,Yeah. /
sd,B,"In/IN fact/NN ,/, uh/UH ,/, down/IN in/IN east/JJ Texas/NNP --/:","In fact, {F uh, } down in east Texas --"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,--/: where/WRB the/DT company/NN 's/BES located/VBN --/:,-- where the company's located --
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,--/: there/EX 's/BES streams/NNS and/CC water/NN and/CC things/NNS I/PRP do/VBP n't/RB understand/VB ./. Trees/NNS and/CC the/DT gulf/NN,-- there's streams and water and things I don't understand. Trees and the gulf /
sv,B,and/CC it/PRP 's/BES really/RB interesting/JJ ./.,{C and } it's really interesting. /
b,A,Uh-huh/UH ./.,Uh-huh. /
ad,B,So/RB tell/VB me/PRP about/IN where/WRB you/PRP live/VBP ./.,{D So } tell me about where you live. /
sd,A,"Well/UH ,/, um/UH ,/, I/PRP 'm/VBP ,/, I/PRP 'm/VBP originally/RB from/IN Butler/NNP","{D Well, } {F um, } [ I'm, + I'm ] originally from Butler /"
sd,A,and/CC that/DT 's/BES about/RB an/DT hour/NN away/RB from/IN where/WRB I/PRP am/VBP now/RB ./.,{C and } that's about an hour away from where I am now. /
sd,A,I/PRP 'm/VBP at/IN Clairon/NNP ./.,I'm at Clairon. /
sd,A,"And/CC ,/, um/UH ,/, it/PRP 's/BES ,/, it/PRP 's/BES pretty/RB ,/, like/UH ,/, windy/JJ and/CC hilly/JJ ./.","{C And, } {F um, } [ it's, + it's ] pretty, {D like, } windy and hilly. /"
qw,B,"Uh/UH ,/, how/WRB high/JJ is/VBZ the/DT highest/JJS elevation/NN ?/.","{F Uh, } how high is the highest elevation? /"
sd,A,"Oh/UH ,/, I/PRP could/MD n't/RB even/RB tell/VB you/PRP ./.","{F Oh, } I couldn't even tell you. /"
%,B,"Like/IN ,/, uh/UH ,/, probably/RB --/:","{D Like, } {F uh, } probably -- -/"
sd,A,It/PRP 's/BES not/RB like/IN a/DT mountain/NN ./.,It's not like a mountain. /
sd,A,It/PRP would/MD n't/RB be/VB like/IN a/DT mountain/NN ./.,It wouldn't be like a mountain. /
%,A,"It/PRP 's/BES ,/, uh/UH ,/,","It's, {F uh, } -/"
qy^d,B,--/: three/CD thousand/CD feet/NNS ?/.,-- three thousand feet? /
no,A,"Oh/UH ,/, I/PRP do/VBP n't/RB even/RB know/VB ./.","{F Oh, } I don't even know. /"
sd,A,I/PRP have/VBP no/DT clue/NN ./.,I have no clue. /
qy^d,B,Close/RB to/IN sea/NN level/NN ?/.,Close to sea level? /
na,A,I/PRP would/MD say/VB it/PRP 's/BES closer/RBR to/IN sea/NN level/NN ./.,<Laughter> I would say it's closer to sea level. /
b,B,"Okay/UH ,/,","Okay, /"
sd,B,"uh/UH ,/, right/RB here/RB in/IN Colorado/NNP Springs/NNPS where/WRB I/PRP live/VBP --/:","{F uh, } right here in Colorado Springs where I live --"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,--/: it/PRP 's/BES over/IN six/CD thousand/CD foot/NN ./.,-- it's over six thousand foot. /
b,B,"Um/UH ,/, yes/UH","<Laughter> {F Um, } yes /"
sd,B,"when/WRB I/PRP lived/VBD in/IN Texas/NNP ,/, every/DT year/NN I/PRP had/VBD to/TO drive/VB ,/, you/PRP know/VBP ./.","when I lived in Texas, every year I had to drive, {D you know. } /"
sd,B,I/PRP drove/VBD every/DT year/NN to/IN the/DT gulf/NN,I drove every year to the gulf /
sd,B,"and/CC ,/, you/PRP know/VBP ,/, so/IN I/PRP could/MD have/VB a/DT feast/NN of/IN fresh/JJ seafood/NN --/:","{C and, } {D you know, } {C so } I could have a feast of fresh seafood --"
+,B,"--/: six/CD ,/, eight/CD ,/, twelve/CD hours/NNS away/RB ./.","-- six, eight, twelve hours away."
%,A,Um/UH ./.,{F Um. } /
+,B,"You/PRP know/VBP ,/, just/RB ,/, just/RB for/IN fresh/JJ ./.","{D You know, } [ just, + just ] for fresh. /"
sd,B,"I/PRP ,/, I/PRP 'm/VBP really/RB interested/JJ in/IN the/DT basic/JJ concept/NN differences/NNS between/IN west/JJ and/CC east/JJ coast/NN and/CC the/DT central/JJ parts/NNS of/IN America/NNP ./.","[ I, + I'm ] really interested in the basic concept differences between west and east coast and the central parts of America. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
qw,B,How/WRB many/JJ hours/NNS have/VBP you/PRP been/VBN from/IN home/NN ?/.,How many hours have you been from home? /
qy^d,A,"Uh/UH ,/, the/DT farthest/RBR away/RB from/IN home/NN ?/.","{F Uh, } the farthest away from home? /"
ny,B,Yes/UH ./.,Yes. /
sd,A,"Probab-/RB ,/, I/PRP 'd/MD say/VB five/CD or/CC six/CD ./.","{D Probab-, } <sigh> I'd say five or six. /"
b,B,"Oh/UH ,/, yeah/UH ./.","{F Oh, } yeah. /"
ny,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"Uh/UH ,/, now/RB when/WRB I/PRP was/VBD growing/VBG up/RP in/IN the/DT Panhandle/NNP of/IN Texas/NNP ,/,","{F Uh, } now when I was growing up in the Panhandle of Texas, - /"
sd,B,"look/VB at/IN your/PRP$ map/NN later/RB and/CC see/VB the/DT ,/, the/DT town/NN of/IN Amarillo/NNP --/:","look at your map later and see [ the, + the ] town of Amarillo --"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,--/: fifty/CD miles/NNS north/RB of/IN that/DT up/IN in/IN the/DT Panhandle/NNP ./.,-- fifty miles north of that up in the Panhandle. /
sd,B,"To/TO just/RB go/VB buy/VB a/DT pair/NN of/IN jeans/NNS ,/, we/PRP 'd/MD drive/VB an/DT hour/NN ./.","To just go buy a pair of jeans, we'd drive an hour. /"
ba,A,"Oh/UH ,/, my/UH ./.","{F Oh, } my <laughter>. /"
ba,A,"Oh/UH ,/, my/UH Gosh/UH ./.","{F Oh, } my Gosh. /"
sd,B,"When/WRB I/PRP was/VBD growing/VBG up/RP ,/,","When I was growing up,"
b,A,Uh-huh/UH ./.,Uh-huh. /
+,B,Now/RB things/NNS are/VBP different/JJ,Now things are different /
sd,B,"and/CC people/NNS buy/VBP jeans/NNS in/IN town/NN ,/,","{C and } people buy jeans in town, /"
sd,B,"but/CC uh/UH ,/, we/PRP thought/VBD nothing/NN at/IN all/DT of/IN wake/VBG up/RP ,/, waking/VBG up/RP in/IN the/DT morning/NN hopping/VBG into/IN your/PRP$ car/NN ,/, grabbing/VBG the/DT fishing/NN poles/NNS and/CC driving/VBG four/CD hours/NNS ./.","{C but } {F uh, } we thought nothing at all of [ wake up, + waking up ] in the morning hopping into your car, grabbing the fishing poles and driving four hours. /"
ba,A,"Oh/UH ,/, yes/UH ./.","{F Oh, } yes. /"
sd,A,"Now/RB see/UH for/IN me/PRP ,/, that/DT 's/BES a/DT long/JJ ways/NNS ./.","{D Now } {D see } for me, that's a long ways. /"
aa,B,Yeah/UH ./.,Yeah. /
ba,B,It/PRP is/VBZ I/PRP imagine/VBP ./.,It is I imagine. /
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,A,"Even/RB ,/, well/UH ,/, like/IN ,/, I/PRP ,/, I/PRP 'm/VBP in/IN like/UH a/DT little/JJ town/NN right/RB now/RB ./.","Even, {D well, } {D like, } [ I, + I'm ] in {D like } a little town right now. /"
sd,A,It/PRP 's/BES smaller/JJR than/IN Butler/NNP,It's smaller than Butler /
sd,A,"and/CC ,/, um/UH ,/, Butler/NNP ,/, Butler/NNP is/VBZ about/RB an/DT hour/NN north/JJ east/JJ of/IN Pittsburgh/NNP ./.","{C and, } {F um, } [ Butler, + Butler ] is about an hour north east of Pittsburgh. /"
sv,A,So/RB that/DT will/MD give/VB you/PRP some/DT idea/NN of/IN where/WRB I/PRP 'm/VBP at/IN ./.,{C So } that will give you some idea of where I'm at. /
b,B,Okay/UH ./.,Okay. /
sd,A,"And/CC I/PRP 'm/VBP about/RB ,/,","{C And } [ I'm about, +"
b,B,"Okay/UH ,/,","Okay, /"
oo_co_cc,B,I/PRP 'll/MD look/VB at/IN my/PRP$ map/NN later/RB ./.,I'll look at my map later. /
+,A,I/PRP 'm/VBP about/RB two/CD hours/NNS north/JJ east/JJ of/IN Pittsburgh/NNP ./.,I'm about ] two hours north east of Pittsburgh. /
ba,B,Wow/UH ./.,Wow. /
ba,B,How/WRB neat/JJ ./.,How neat. /
sd,A,"And/CC ,/, uh/UH ,/, I/PRP mean/VBP just/RB this/DT ,/, this/DT little/JJ town/NN here/RB is/VBZ basically/RB a/DT college/NN town/NN ./.","{C And, } {F uh, } {E I mean } just [ this, + this ] little town here is basically a college town. /"
sd,A,"The/DT college/NN ,/, without/IN the/DT college/NN here/RB ,/, this/DT town/NN would/MD be/VB nothing/NN ./.","[ The college, + without the college ] here, this town would be nothing. /"
sd,A,It/PRP would/MD be/VB absolutely/RB dead/JJ ./.,It would be absolutely dead. /
sd,A,Because/IN it/PRP 's/BES completely/RB made/VBN up/RP of/IN fast/JJ food/NN restaurants/NNS,{C Because } it's completely made up of fast food restaurants /
sd,A,"and/CC ,/, and/CC in/IN the/DT summer/NN when/WRB we/PRP co-/XX ,/, uh/UH ,/,","[ {C and, } + {C and } ] in the summer when we co-, {F uh, } - /"
sd,A,"we/PRP come/VBP up/IN here/RB in/IN the/DT summer/NN ,/,","we come up here in the summer, /"
%,A,"and/CC it/PRP 's/BES ,/,","{C and } it's, - /"
sd,A,"I/PRP mean/VBP ,/, there/EX 's/BES just/RB no/DT one/NN around/IN ./.","{E I mean, } there's just no one around. /"
qy,B,So/RB are/VBP you/PRP working/VBG your/PRP$ way/NN through/IN college/NN ?/.,{C So } are you working your way through college? /
sd,A,"Um/UH ,/, well/UH ,/, I/PRP go/VBP home/NN in/IN the/DT summer/NN","{F Um, } {D well, } I go home in the summer /"
sd,A,and/CC I/PRP work/VBP in/IN the/DT summer/NN,{C and } I work in the summer /
sd,A,"and/CC between/IN what/WP I/PRP make/VBP in/IN the/DT summer/NN and/CC student/NN loans/NNS ,/, that/DT 's/BES how/WRB I/PRP go/VBP to/IN college/NN ./.","{C and } between what I make in the summer and student loans, that's how I go to college. /"
ba,B,"Well/UH ,/, how/WRB neat/JJ ./.","{D Well, } how neat. /"
qw,B,What/WP 's/BES your/PRP$ major/NN ?/.,What's your major? /
sd,A,Finance/NNP ./.,Finance. /
b^m,B,Finance/NNP ./.,Finance. /
b,A,Uh-huh/UH ./.,Uh-huh. /
ba,B,"Well/UH ,/, that/DT 's/BES interesting/JJ ./.","{D Well, } that's interesting. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
qw,B,"So/UH ,/, uh/UH ,/, what/WP do/VBP you/PRP plan/VB to/TO do/VB with/IN it/PRP ?/.","{D So, } {F uh, } what do you plan to do with it? /"
sd,A,"Um/UH ,/, well/UH ,/, like/IN I/PRP said/VBD my/PRP$ fianc3ee/NN ,/,","{F Um, } {D well, } like I said my fianc3ee, - *[[typo]]/"
qy^d,B,"Savings/NNS and/CC loans/NNS ,/, uh/UH ,/,","Savings and loans, {F uh, } /"
nn,A,No/UH ./.,No <laughter>. /
nn,A,"No/UH ,/,","No, /"
nn,A,"no/UH ,/,","no, /"
nn,A,"no/UH ,/,","no, /"
sd,A,"and/CC I/PRP 'd/MD actually/RB like/VB to/TO work/VB for/IN a/DT company/NN rather/IN than/IN a/DT bank/NN or/CC a/DT ,/, something/NN ./.","{C and } I'd actually like to work for a company rather than a bank or [ a, + ] something. /"
sd,A,"I/PRP 'd/MD rather/RB work/VB for/IN a/DT company/NN and/CC ,/, um/UH ,/, like/UH be/VB their/PRP$ financial/JJ advisor/NN or/CC something/NN ./.","I'd rather work for a company and, {F um, } {D like } be their financial advisor or something. /"
ba,B,"Oh/UH ,/, that/DT would/MD be/VB great/JJ ./.","{F Oh, } that would be great. /"
ba,B,That/DT would/MD be/VB neat/JJ ./.,That would be neat <breathing>. /
sd,B,"Let/VB 's/PRP see/VB ,/, uh/UH ,/, so/RB we/PRP 're/VBP all/DT excited/JJ in/IN Colorado/NNP Springs/NNPS ./.","Let's see, {F uh, } {D so } we're all excited in Colorado Springs. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,Apple/NNP Computer/NNP is/VBZ coming/VBG to/IN town/NN ./.,Apple Computer is coming to town. /
b,A,"Oh/UH ,/, really/UH ./.","{F Oh, } really. /"
ny,B,Yes/UH ./.,Yes. /
sd,B,"The/DT ,/, uh/UH ,/, new/JJ employer/NN is/VBZ in/IN the/DT city/NN ./.","The, {F uh, } new employer is in the city. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,"So/RB we/PRP 're/VBP expecting/VBG our/PRP$ local/JJ economy/NN to/TO ,/,","{C So } we're expecting our local economy to <breathing>,"
^2,A,Take/VB a/DT boom/NN a/DT little/JJ bit/NN ./.,Take a boom a little bit. /
+,B,"Well/UH ,/, maybe/RB not/RB a/DT boom/NN ,/, but/CC ,/, uh/UH ,/, at/IN least/JJS ,/, recover/VB to/IN where/WRB we/PRP can/MD all/DT hold/VB regular/JJ forty/CD hour/NN jobs/NNS still/RB ./.","{D Well, } maybe not a boom, but, {F uh, } at least, recover to where we can all hold regular forty hour jobs still. /"
qw,A,"Well/UH ,/, well/UH what/WP would/MD be/VB the/DT unemployment/NN rate/NN out/IN there/RB ?/.","{D Well, } {D well } what would be the unemployment rate out there? /"
sd,B,"Uh/UH ,/, unemployment/NN runs/VBZ approximately/RB six/CD percent/NN ./.","{F Uh, } unemployment runs approximately six percent. /"
sd,A,See/UH that/DT 's/BES what/WP it/PRP is/VBZ here/RB too/RB ./.,{D See } that's what it is here too. /
sd,B,"But/CC ,/, now/RB under/GW employment/^NN I/PRP would/MD suspect/VB to/TO run/VB closer/RBR to/IN eighteen/CD or/CC twenty/CD percent/NN ./.","{C But, } now under employment I would suspect to run closer to eighteen or twenty percent. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sd,B,And/CC the/DT problem/NN is/VBZ that/IN there/EX are/VBP no/DT good/JJ permanent/JJ full/JJ time/NN jobs/NNS for/IN people/NNS without/IN a/DT technical/JJ four/CD year/NN degree/NN ./.,{C And } the problem is that there are no good permanent full time jobs for people without a technical four year degree. /
b,A,Yeah/UH ./.,Yeah. /
sv,A,It/PRP 's/BES even/RB getting/VBG hard/JJ for/IN the/DT four/CD year/NN people/NNS to/TO find/VB jobs/NNS ./.,It's even getting hard for the four year people to find jobs. /
aa,B,Yes/UH ./.,Yes. /
sv,B,It/PRP is/VBZ ./.,It is. /
sd,A,I/PRP know/VBP people/NNS they/PRP are/VBP out/IN of/IN school/NN for/IN two/CD or/CC three/CD years/NNS,I know people they are out of school for two or three years /
sd,A,and/CC they/PRP have/VBP a/DT job/NN that/WDT has/VBZ nothing/NN to/TO do/VB .../:,{C and } they have a job that has nothing to do ... -/
