act_tag,speaker,pos,text
sd,B,they/PRP went/VBD to/IN a/DT trial/NN by/IN jury/NN ./.,they went to a trial by jury. /
sd,B,"They/PRP been/VBN trying/VBG these/DT people/NNS now/RB for/IN twenty-two/CD years/NNS ,/, ever/RB since/IN I/PRP was/VBD a/DT child/NN ./.","They been trying these people now for twenty-two years, ever since I was a child. /"
ba,A,Wow/UH ./.,Wow. /
sd,B,"And/CC what/WP they/PRP 've/VBP done/VBN is/VBZ they/PRP 've/VBP bought/VBN Mercedes/NNP after/IN Mercedes/NNP after/IN Mercedes/NNP is/VBZ what/WP they/PRP 've/VBP done/VBN ,/,","{C And } what they've done is they've bought Mercedes after Mercedes after Mercedes is what they've done, /"
sv,B,has/VBZ nothing/NN to/TO do/VB with/IN justice/NN whatsoever/RB ./.,has nothing to do with justice whatsoever. -/
h,A,"Well/UH ,/, you/PRP know/VBP ,/, it/PRP 's/BES ,/, it/PRP 's/BES one/CD of/IN those/DT things/NNS ,/,","<Breathing> {D Well, } {D you know, } [ it's, + it's ] one of those things, /"
sd,A,"I/PRP mean/VBP ,/, uh/UH ,/, uh/UH ,/, I/PRP would/MD have/VB to/TO look/VB at/IN it/PRP ./.","{E I mean, } {F uh, } {F uh, } I would have to look at it. /"
sv,A,"I-/IN ,/, if/IN they/PRP did/VBD it/PRP with/IN the/DT ,/, uh/UH ,/, just/RB the/DT judges/NNS ,/, the/DT police/NN have/VBP to/TO do/VB a/DT lot/RB better/JJR job/NN of/IN making/VBG sure/JJ that/IN their/PRP$ evidence/NN is/VBZ airtight/JJ","[ I-, + if ] they did it with [ the, + {F uh, } just the ] judges, the police have to do a lot better job of making sure that their evidence is airtight /"
sd,A,"because/IN the/DT judges/NNS sitting/VBG in/IN that/DT kind/NN of/IN stuff/NN day/NN after/IN day/NN ,/, they/PRP know/VBP all/PDT the/DT procedures/NNS ,/,","{C because } the judges sitting in that kind of stuff day after day, they know all the procedures, /"
sd,A,"they/PRP know/VBP what/WP 's/BES good/JJ and/CC what/WP is/VBZ n't/RB ,/,","they know what's good and what isn't, /"
sd,A,"they/PRP 'd/MD be/VB able/JJ to/TO say/VB ,/, I/PRP 'm/VBP sorry/JJ ,/,","they'd be able to say, I'm sorry, /"
^q,A,"you/PRP ca/MD n't/RB use/VB this/DT as/IN ,/, uh/UH ,/, evidence/NN ,/, you/PRP know/VBP ,/, because/IN it/PRP was/VBD either/CC illegally/RB obtained/VBN or/CC whatever/WDT","you can't use this as, {F uh, } evidence, {D you know, } because it was either illegally obtained or whatever /"
sd,A,"and/CC ,/, you/PRP know/VBP ,/, you/PRP would/MD n't/RB have/VB this/DT ,/, uh/UH ,/, uh/UH ,/, theatrics/NNS where/WRB the/DT lawyer/NN jumps/VBZ up/RB and/CC presents/VBZ it/PRP to/IN the/DT ,/, to/IN the/DT jury/NN","{C and, } {D you know, } you wouldn't have this, {F uh, } {F uh, } theatrics where the lawyer jumps up and presents it [ to the, + to the ] jury /"
sd,A,"and/CC then/RB the/DT judge/NN says/VBZ ,/, oh/UH ,/, no/UH ,/,","{C and then } the judge says, {F oh, } no, /"
^q,A,"d/VB ,/, disregard/VB that/DT ./.","[ d-, + disregard ] that. /"
"fo_o_fw_""_by_bc",A,"Come/VB on/RP ,/,","Come on, /"
sv,A,"any/DT jury/NN 's/BES not/RB going/VBG to/TO disregard/VB the/DT evidence/NN ,/, you/PRP know/VBP ./.","any jury's not going to disregard the evidence, {D you know } <laughter>. /"
aa,B,"Uh/UH ,/, that/DT 's/BES true/JJ ./.","{F Uh, } that's true. /"
sv,B,"I/PRP ,/, I/PRP ,/, I/PRP think/VBP our/PRP$ judicial/JJ system/NN is/VBZ attorney/NN welfare/NN myself/PRP ./.","[ [ I, + I, ] + I ] think our judicial system is attorney welfare myself. /"
sd,A,That/DT may/MD very/RB well/RB be/VB ./.,That may very well be. /
sd,B,"I/PRP ,/, I/PRP hold/VBP it/PRP in/IN the/DT utmost/JJ contempt/NN ./.","[ I, + I ] hold it in the utmost contempt. /"
%,A,"Uh/UH ,/,","{F Uh, } /"
sd,B,"The/DT ,/, uh/UH ,/, d-/XX ,/, my/PRP$ favorite/NN is/VBZ the/DT police/NN department/NN ,/,","[ [ The, + {F uh, } d-, ] + my ] favorite is the police department, /"
sv,B,they/PRP 're/VBP not/RB aimed/VBN at/IN the/DT criminal/NN ./.,<breathing> they're not aimed at the criminal. /
sv,B,The/DT judicial/JJ system/NN is/VBZ aimed/VBN at/IN the/DT citizens/NNS,The judicial system is aimed at the citizens /
sd,B,"because/IN you/PRP and/CC I/PRP ,/, we/PRP have/VBP work/NN schedules/NNS ,/,","{C because } you and I, we have work schedules, /"
sd,B,"we/PRP can/MD be/VB called/VBN at/IN work/NN ,/,","we can be called at work, /"
sd,B,"we/PRP have/VBP Social/NNP Security/NNP numbers/NNS ,/,","we have Social Security numbers, /"
sd,B,"they/PRP can/MD trace/VB us/PRP down/RP ,/,","they can trace us down, /"
sd,B,"we/PRP have/VBP telephones/NNS ,/,","we have telephones, /"
sd,B,then/RB we/PRP have/VBP checkbooks/NNS ./.,then we have checkbooks. /
sv,B,Criminals/NNS have/VBP none/DT of/IN these/DT things/NNS ./.,Criminals have none of these things. /
sv,B,"They/PRP 're/VBP real/RB difficult/JJ to/TO catch/VB ,/,","They're real difficult to catch, /"
sv,B,"and/CC if/IN they/PRP do/VBP catch/VB them/PRP ,/, they/PRP do/VBP n't/RB get/VB any/DT monetary/JJ gain/NN out/IN of/IN it/PRP ,/, whereas/IN us/PRP ,/, we/PRP write/VBP a/DT check/NN ./.","{C and } if they do catch them, they don't get any monetary gain out of it, whereas [ us, + we ] write a check. /"
b,A,Yeah/UH ./.,Yeah. /
qh,B,So/RB where/WRB do/VBP you/PRP think/VB they/PRP target/VBP their/PRP$ efforts/NNS ?/.,{C So } where do you think they target their efforts? /
aa,A,That/DT 's/BES true/JJ ./.,That's true. /
%,A,"You/PRP d-/XX ,/,","((You d-)), -/"
sv,B,They/PRP target/VBP their/PRP$ efforts/NNS toward/IN the/DT citizens/NNS --/:,They target their efforts toward the citizens --
qo,A,"Well/UH ,/,","{D Well, }"
+,B,--/: not/RB the/DT criminals/NNS ./.,-- not the criminals. /
+,A,How/WRB would/MD you/PRP go/VB about/IN changing/VBG it/PRP ?/.,How would you go about changing it? /
%,B,"You/PRP know/VBP ,/, that/DT 's/BES a/DT ,/,","<Throat_clearing> {D You know, } that's a, - /"
sv,B,I/PRP 've/VBP nailed/VBN the/DT problem/NN down/RP,I've nailed the problem down /
%,B,"but/CC I/PRP ,/,","{C but } I, -/"
x,A,./.,<Laughter>.
x,B,./.,<Laughter>.
^2,A,"Leave/VB the/DT details/NNS up/RP to/IN somebody/NN else/RB ,/, huh/UH ./.","Leave the details up to somebody else, {F huh. } /"
aa,B,"Yeah/UH ,/,","Yeah, /"
sd,B,"I/PRP 'm/VBP going/VBG to/TO have/VB to/TO leave/VB those/DT details/NNS like/IN ,/, what/WP would/MD you/PRP do/VB about/IN ,/,","I'm going to have to leave those details like, what would you do about, - /"
sv,B,"I/PRP think/VBP ,/, to/TO begin/VB with/IN ,/, you/PRP would/MD h/VB ,/, you/PRP would/MD have/VB ,/,","I think, to begin with, [ you would h-, + you would have, ] - /"
sv,B,"like/UH ,/, here/RB in/IN Atlanta/NNP area/NN ,/, our/PRP$ crime/NN rate/NN is/VBZ just/RB astronomical/JJ ,/,","{D like, } here in Atlanta area, our crime rate is just astronomical, /"
sd,B,"yet/RB ,/, you/PRP go/VBP out/IN on/IN the/DT streets/NNS","{C yet, } you go out on the streets /"
sd,B,and/CC they/PRP 're/VBP giving/VBG speeding/NN tickets/NNS ./.,{C and } they're giving speeding tickets. /
b,A,Yeah/UH ./.,Yeah. /
sv,B,"I/PRP think/VBP somehow/RB you/PRP have/VBP to/TO separate/VB the/DT revenues/NNS from/IN ,/,","I think somehow you have to separate the revenues from, -/"
sv,A,"Well/UH ,/, you/PRP know/VBP ,/, uh/UH ,/, talking/VBG about/IN the/DT lawyers/NNS ,/, you/PRP know/VBP what/WP might/MD very/RB well/RB do/VB ,/, uh/UH ,/, cause/IN a/DT ,/, uh/UH ,/, a/DT drop/NN in/IN the/DT number/NN of/IN lawyers/NNS and/CC things/NNS like/IN that/DT ,/, is/VBZ to/TO set/VB the/DT fees/NNS for/IN cases/NNS ./.","{D Well, } {D you know, } {F uh, } talking about the lawyers, {D you know } what might very well [ do, + {F uh, } cause ] [ a, + {F uh, } a ] drop in the number of lawyers and things like that, is to set the fees for cases. /"
sv,A,"It/PRP 's/BES kind/RB of/RB like/IN do/VB it/PRP ,/, do/VB it/PRP in/IN the/DT similar/JJ vein/NN similar/JJ ,/, like/UH ,/, uh/UH ,/, V/NN C/NN R/NN or/CC television/NN repair/NN ./.","It's kind of like [ do it, + do it ] in the similar vein [ similar, + like, ] {F uh, } V C R or television repair. /"
sd,A,"If/IN you/PRP take/VBP your/PRP$ T/NN V/NN in/IN ,/, a/DT lot/NN of/IN these/DT T/NN V/NN repair/NN places/NNS will/MD say/VB ,/, well/UH ,/, I/PRP 'll/MD repair/VB your/PRP$ T/NN V/NN for/IN a/DT hundred/CD dollars/NNS ,/,","If you take your T V in, a lot of these T V repair places will say, {D well, } I'll repair your T V for a hundred dollars, /"
sd,A,"and/CC if/IN he/PRP gets/VBZ in/IN there/RB and/CC starts/VBZ rooting/VBG around/RB and/CC finds/VBZ something/NN in/IN there/EX that/WDT 's/BES really/RB tremendously/RB wrong/JJ with/IN it/PRP ,/, then/RB he/PRP eats/VBZ it/PRP ./.","{C and } if he gets in there and starts rooting around and finds something in there that's really tremendously wrong with it, then he eats it. /"
sd,A,"He/PRP ,/, he/PRP repairs/VBZ it/PRP ,/, gives/VBZ it/PRP back/RB to/IN you/PRP ,/, and/CC takes/VBZ your/PRP$ hundred/CD dollars/NNS ./.","[ He, + he ] repairs it, gives it back to you, and takes your hundred dollars. /"
sd,A,"Now/UH ,/, if/IN he/PRP comes/VBZ in/RB and/CC says/VBZ ,/, you/PRP know/VBP ,/, I/PRP 'll/MD repair/VB your/PRP$ ,/, your/PRP$ V/NN C/NN R/NN ,/, or/CC somebody/NN else/RB 's/POS V/NN C/NN R/NN ,/, for/IN a/DT hundred/CD dollars/NNS ,/, gets/VBZ in/IN there/RB ,/,","{D Now, } if he comes in and says, {D you know, } I'll repair [ your, + your ] V C R, or somebody else's V C R, for a hundred dollars, gets in there, - /"
sd,A,"maybe/RB it/PRP 's/BES a/DT blown/JJ fuse/NN ,/,","maybe it's a blown fuse, /"
sd,A,"takes/VBZ him/PRP two/CD minutes/NNS ,/,","takes him two minutes, /"
sd,A,"he/PRP fixes/VBZ it/PRP ,/,","he fixes it, /"
sd,A,he/PRP still/RB charges/VBZ you/PRP that/DT hundred/CD dollars/NNS ./.,he still charges you that hundred dollars. /
sv,A,"So/UH ,/, maybe/RB if/IN we/PRP did/VBD that/DT with/IN the/DT lawyers/NNS ,/, so/IN that/IN ,/, you/PRP know/VBP ,/, whether/IN it/PRP 's/BES a/DT murder/NN case/NN or/CC a/DT ,/, you/PRP know/VBP ,/, a/DT civil/JJ ,/, uh/UH ,/, somebody/NN suing/VBG somebody/NN else/RB ,/, you/PRP get/VBP X/SYM dollars/NNS for/IN that/DT case/NN","{C So, } maybe if we did that with the lawyers, so that, {D you know, } whether it's a murder case or [ [ a, + {D you know, } a civil, ] + {F uh, } somebody suing somebody else, ] you get X dollars for that case /"
sd,A,and/CC that/DT 's/BES it/PRP ./.,{C and } that's it. /
aa,B,"Now/UH ,/,","{D Now, }"
%,A,"None/NN of/IN this/DT ,/,","None of this, -/"
+,B,I/PRP firmly/RB believe/VBP in/IN that/DT,I firmly believe in that /
qy,B,"because/IN when/WRB you/PRP get/VBP the/DT most/RBS heinous/JJ of/IN crimes/NNS ,/, have/VBP you/PRP ever/RB noticed/VBN you/PRP always/RB get/VBP the/DT most/RBS renowned/JJ defense/NN attorney/NN ?/.","{C because } when you get the most heinous of crimes, have you ever noticed you always get the most renowned defense attorney? /"
ny,A,"Oh/UH ,/, yeah/UH ./.","{F Oh, } yeah. /"
sd,B,And/CC here/RB 's/BES this/DT bum/NN that/WDT did/VBD n't/RB have/VB a/DT job/NN --/:,{C And } here's this bum that didn't have a job -- /
b,A,Yeah/UH ./.,Yeah. /
sd,B,--/: and/CC he/PRP 's/HVS got/VBN a/DT attorney/NN that/WDT you/PRP and/CC I/PRP could/MD never/RB afford/VB ./.,-- {C and } he's got a attorney that you and I could never afford. /
aa,A,That/DT 's/BES true/JJ ./.,That's true. /
qh,B,Who/WP 's/BES --/:,Who's --
b,A,Yeah/UH ./.,Yeah. /
+,B,--/: paying/VBG for/IN that/DT ?/.,-- paying for that? /
sv,A,"Um/UH ,/, y-/PRP ,/, well/UH ,/, you/PRP ,/, you/PRP know/VBP ,/, you/PRP 're/VBP talking/VBG to/IN part/NN of/IN them/PRP that/WDT 's/BES paying/VBG for/IN that/DT ./.","{F Um, } [ [ y-, + {D well, } you, ] + {D you know, } <laughter> you're ] talking to part of them that's paying for that <laughter>. /"
b,B,"Yeah/UH ,/,","<Laughter> Yeah, /"
sv,B,and/CC you/PRP 're/VBP talking/VBG to/IN the/DT other/JJ half/NN that/WDT 's/BES paying/VBG for/IN it/PRP,{C and } you're talking to the other half that's paying for it /
x,B,./.,<laughter>.
aa,A,That/DT 's/BES right/JJ ./.,<Laughter> That's right. /
sv,A,"You/PRP know/VBP that/DT 's/BES ,/, it/PRP ,/, it/PRP 's/BES ,/, it/PRP 's/BES amazing/JJ","{D You know } [ [ [ that's, + it, ] + it's, ] + it's ] amazing /"
sv,A,"and/CC ,/, and/CC when/WRB you/PRP stop/VBP and/CC look/VBP at/IN it/PRP ,/, I/PRP mean/VBP ,/, the/DT judges/NNS ,/, th-/PRP ,/, they/PRP 're/VBP all/DT former/JJ lawyers/NNS ./.","[ {C and, } + {C and } ] when you stop and look at it, {E I mean, } the judges, [ th-, + they're ] all former lawyers. /"
b,B,"Yeah/UH ,/,","Yeah, /"
sv,B,"well/UH ,/, that/DT 's/BES another/DT problem/NN ./.","{D well, } that's another problem. /"
sv,B,"I/PRP think/VBP to/TO really/RB correct/VB the/DT judicial/JJ system/NN ,/, you/PRP have/VBP to/TO get/VB the/DT lawyers/NNS out/IN of/IN it/PRP ./.","I think to really correct the judicial system, you have to get the lawyers out of it <laughter>. /"
x,A,./.,<Laughter>. /
sv,B,"I/PRP mean/VBP ,/, they/PRP 're/VBP ,/, they/PRP 're/VBP totally/RB and/CC morally/RB bankrupt/JJ without/IN any/DT ethics/NNS whatsoever/RB ,/,","{E I mean, } [ they're, + they're ] totally and morally bankrupt without any ethics whatsoever, /"
sv,B,"and/CC with/IN that/DT type/NN person/NN running/VBG it/PRP ,/, I/PRP mean/VBP ,/, you/PRP ,/, you/PRP could/MD expect/VB that/IN you/PRP ,/,","{C and } with that type person running it, {E I mean, } [ you, + you ] could expect that you, -/"
