act_tag,speaker,pos,text
sd,A,"I/PRP discovered/VBD with/IN ,/, uh/UH ,/, charge/NN cards/NNS ,/, uh/UH ,/, I/PRP feel/VBP like/IN that/DT I/PRP do/VBP n't/RB know/VB whether/IN it/PRP 's/BES the/DT stores/NNS themselves/PRP that/WDT sell/VBP the/DT list/NN or/CC whether/IN the/DT ,/, uh/UH ,/, uh/UH ,/, credit/NN report/NN bureau/NN sells/VBZ it/PRP ,/,","I discovered with, {F uh, } charge cards, {F uh, } I feel like that I don't know whether it's the stores themselves that sell the list or whether the, {F uh, } {F uh, } credit report bureau sells it, /"
sd,A,but/CC I/PRP get/VBP catalogs/NNS from/IN people/NNS I/PRP 've/VBP never/RB even/RB heard/VBN of/IN ./.,{C but } I get catalogs from people I've never even heard of. /
b,B,Uh-huh/UH ./.,Uh-huh. /
sd,A,"And/CC I/PRP know/VBP they/PRP have/VBP to/TO be/VB coming/VBG from/IN my/PRP$ charge/NN cards/NNS ,/, you/PRP know/VBP ./.","{C And } I know they have to be coming from my charge cards, {D you know. } /"
sv,B,"From/IN some/DT ,/, some/DT list/NN ,/,","From [ some, + some ] list, /"
%,B,yeah/UH ./.,yeah. /
sd,A,"From/IN some/DT list/NN ,/, you/PRP know/VBP ,/, that/WDT knows/VBZ that/IN I/PRP have/VBP a/DT ,/, say/VB a/DT charge/NN account/NN at/IN ,/, at/IN Neiman/NNP 's/POS or/CC something/NN","From some list, {D you know, } that knows that I have [ a, + say a ] charge account [ at, + at ] Neiman's or something /"
sd,A,"because/IN then/RB I/PRP 'll/MD get/VB catalogs/NNS that/WDT ,/, you/PRP know/VBP ,/, are/VBP within/IN that/DT range/NN --/:","{C because } then I'll get catalogs that, {D you know, } are within that range --"
b,B,Uh-huh/UH ./.,Uh-huh. /
+,A,--/: that/WDT I/PRP would/MD never/RB order/VB from/IN --/:,-- that I would never order from --
b,B,Right/UH ./.,Right. /
+,A,"--/: ordinarily/RB ,/,","-- ordinarily, /"
sd,A,"and/CC ,/, uh/UH ,/, you/PRP know/VBP ,/, and/CC I/PRP get/VBP ,/, I/PRP get/VBP tired/JJ of/IN that/DT ./.","[ {C and, } + {F uh, } {D you know, } {C and } ] [ I get, + I get ] tired of that. /"
sd,A,"I/PRP ,/, because/IN I/PRP look/VBP at/IN all/PDT that/DT junk/NN mail/NN ,/,","[ I, + {C because } I ] look at all that junk mail, /"
sv,A,and/CC I/PRP think/VBP of/IN how/WRB inept/JJ our/PRP$ post/NN office/NN is/VBZ and/CC how/WRB that/DT 's/BES taking/VBG up/RP --/:,{C and } I think of how inept our post office is and how that's taking up <laughter> --
^2,B,All/DT their/PRP$ time/NN ./.,All their time. /
+,A,"--/: you/PRP know/VBP ,/, all/DT their/PRP$ time/NN to/TO sort/VB","-- {D you know, } all their time to sort /"
sd,A,and/CC they/PRP 're/VBP not/RB even/RB paying/VBG full/JJ postage/NN ./.,{C and } they're not even paying full postage. /
b,B,Sure/UH ./.,Sure. /
sv,A,"You/PRP know/VBP ,/, and/CC if/IN you/PRP did/VBD away/RB with/IN some/DT of/IN that/DT ,/, our/PRP$ postal/JJ service/NN might/MD give/VB better/JJR service/NN ./.","{D You know, } {C and } if you did away with some of that, our postal service might give better service. /"
sv,B,"I/PRP think/VBP the/DT general/JJ public/NN would/MD be/VB ,/, you/PRP know/VBP ,/, uh/UH ,/, tremendously/RB upset/JJ if/IN they/PRP knew/VBD how/WRB easy/JJ it/PRP is/VBZ for/IN ,/, uh/UH ,/, let/VB 's/PRP say/VB the/DT criminal/JJ individuals/NNS to/TO ,/, to/TO get/VB access/NN to/IN people/NNS 's/POS records/NNS ,/, uh/UH ,/, their/PRP$ credit/NN cards/NNS --/:","I think the general public would be, {D you know, } {F uh, } tremendously upset if they knew how easy it is for, {F uh, } let's say the criminal individuals [ to, + to ] get access to people's records, {F uh, } their credit cards --"
b,A,Right/UH ./.,Right. /
+,B,"--/: driver/NN 's/POS licenses/NNS ,/, checks/NNS ,/, things/NNS like/IN that/DT ./.","-- driver's licenses, checks, things like that. /"
b,A,Uh-huh/UH ./.,Uh-huh. /
sv,B,"Uh/UH ,/, I/PRP do/VBP n't/RB think/VB anybody/NN really/RB knows/VBZ what/WP to/TO do/VB about/IN it/PRP ./.","{F Uh, } I don't think anybody really knows what to do about it. /"
aa,A,"No/UH ,/,","No, /"
aa,A,no/UH ./.,no. /
sv,B,"Computers/NNS caused/VBD a/DT lot/NN of/IN this/DT ,/, I/PRP 'm/VBP sure/JJ ./.","Computers caused a lot of this, I'm sure. /"
ad,A,"Well/UH ,/, you/PRP know/VBP ,/, let/VB 's/PRP face/VB it/PRP ,/,","{D Well, } {D you know, } let's face it, /"
sv,A,"computers/NNS can/MD be/VB gotten/VBN into/IN very/RB easily/RB if/IN you/PRP ,/, if/IN you/PRP really/RB have/VBP the/DT ,/, the/DT know/NN with/IN all/DT ,/, if/IN you/PRP 're/VBP ,/, you/PRP know/VBP ,/, so/RB inclined/JJ to/TO ,/, uh/UH ,/, oh/UH ,/, what/WP do/VBP I/PRP want/VB to/TO say/VB ,/, have/VBP the/DT smarts/NNS to/TO be/VB able/JJ to/TO tinker/VB with/IN something/NN like/IN that/DT ./.","computers can be gotten into very easily [ [ if you, + if you really have [ the, + the ] know with all, ] + if you're, {D you know, } so inclined to, {F uh, } {F oh, } {A what do I want to say, } have ] the smarts to be able to tinker with something like that."
b,B,Sure/UH ./.,Sure. /
+,A,"You/PRP know/VBP ,/, and/CC have/VBP a/DT basic/JJ knowledge/NN ,/,","{D You know, } and have a basic knowledge, /"
sv,A,they/PRP 're/VBP very/RB easy/JJ to/TO get/VB into/IN ./.,they're very easy to get into. /
sv,A,To/TO tap/VB into/IN a/DT system/NN ./.,To tap into a system. /
aa,B,"Seems/VBZ as/IN though/IN they/PRP are/VBP ,/,","Seems as though they are, /"
aa,B,yeah/UH ./.,yeah. /
b,A,"Uh-huh/UH ,/, you/PRP know/VBP ,/,","Uh-huh, {D you know, } /"
sv,A,"and/CC ,/, uh/UH ,/, which/WDT is/VBZ scary/JJ ,/,","and, {F uh, } which is scary, /"
sv,A,"I/PRP mean/VBP ,/, you/PRP know/VBP ,/, our/PRP$ lives/NNS are/VBP on/IN computers/NNS ./.","{E I mean, } {D you know, } our lives are on computers. /"
ba,B,Unfortunately/RB ./.,Unfortunately. /
h,A,"And/CC ,/, uh/UH ,/, and/CC I/PRP do/VBP n't/RB know/VB ,/,","[ {C And, } + {F uh, } {C and } ] I don't know, /"
sd,A,"I/PRP kind/RB of/RB ,/, I/PRP resent/VBP the/DT calls/NNS of/IN an/DT evening/NN trying/VBG to/TO sell/VB me/PRP something/NN ./.","[ I kind of, + I resent ] the calls of an evening trying to sell me something. /"
%,A,"Uh/UH ,/,","{F Uh, } -/"
sd,B,"Fortunately/RB ,/, I/PRP have/VBP n't/RB ,/, uh/UH ,/, have/VBP n't/RB ,/, uh/UH ,/, been/VBN inundated/VBN with/IN that/DT situation/NN yet/RB ./.","Fortunately, I [ haven't, + {F uh, } haven't, ] {F uh, } been inundated with that situation yet. /"
sd,A,"We/PRP are/VBP constantly/RB ,/, it/PRP seems/VBZ like/IN ./.","We are constantly, it seems like. /"
sd,A,I/PRP do/VBP n't/RB know/VB why/WRB ./.,I don't know why. /
sd,A,"You/PRP know/VBP ,/, either/CC wanting/VBG to/TO clean/VB our/PRP$ carpet/NN ,/, sell/VB us/PRP storm/NN windows/NNS ,/,","{D You know, } either wanting to clean our carpet, sell us storm windows, -/"
